Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 8,Area Sample 8,#Peptides,#Unique,#Spec Sample 8,PTM,Avg. Mass,Description
120,237,A0A7E5X2K8,311.54,51,51,5.084E7,20,20,20,Carbamidomethylation,64151,Sorting nexin OS=Trichoplusia ni OX=7111 GN=LOC113508528 PE=3 SV=1
139,230,A0A7E5WJF2,308.69,43,43,1.0272E8,18,18,18,Carbamidomethylation,61209,esterase B1-like OS=Trichoplusia ni OX=7111 GN=LOC113502887 PE=4 SV=1
31,37,G0ZL66,308.63,60,60,1.4197E7,23,1,38,Carbamidomethylation; Oxidation (M),41833,Actin OS=Trichoplusia ni OX=7111 GN=LOC113506179 PE=2 SV=1
92,108,A0A7E5WXB4,308.35,70,70,7.1282E7,23,23,24,Carbamidomethylation,49868,Rab GDP dissociation inhibitor OS=Trichoplusia ni OX=7111 GN=LOC113506161 PE=3 SV=1
76,175,A0A7E5VGL3,306.64,41,41,3.7515E7,26,26,26,Carbamidomethylation,99814,AP complex subunit beta OS=Trichoplusia ni OX=7111 GN=LOC113493578 PE=3 SV=1
46,138,A0A7E5W2V2,306.55,36,36,4.1905E7,30,30,31,Carbamidomethylation,114444,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
46,139,A0A7E5W3J5,306.55,36,36,4.1905E7,30,30,31,Carbamidomethylation,114578,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
46,140,A0A7E5W2L2,306.55,36,36,4.1905E7,30,30,31,Carbamidomethylation,114563,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
46,141,A0A7E5W2J4,306.55,36,36,4.1905E7,30,30,31,Carbamidomethylation,115108,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
46,142,A0A7E5W2U8,306.55,36,36,4.1905E7,30,30,31,Carbamidomethylation,114989,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
46,143,A0A7E5W2I9,306.55,36,36,4.1905E7,30,30,31,Carbamidomethylation,115161,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
82,239,A0A7E5X115,306.33,46,46,,21,0,25,Carbamidomethylation,49927,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113507665 PE=3 SV=1
69,56,A0A7E5X1U5,306.00,55,55,5.7557E7,25,25,27,Carbamidomethylation,57862,CCT-beta OS=Trichoplusia ni OX=7111 GN=LOC113508363 PE=3 SV=1
91,99,A0A7E5VBW4,304.20,49,49,6.4622E7,21,21,24,Carbamidomethylation,66572,protein ROP isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492505 PE=3 SV=1
107,97,A0A7E5WIQ6,303.21,49,49,2.7245E8,19,19,22,Carbamidomethylation,63082,Asparagine--tRNA ligase OS=Trichoplusia ni OX=7111 GN=LOC113503013 PE=4 SV=1
70,248,A0A7E5VQC0,301.67,58,58,1.6883E8,22,22,27,Carbamidomethylation; Oxidation (M),42924,failed axon connections OS=Trichoplusia ni OX=7111 GN=LOC113495770 PE=3 SV=1
73,294,A0A7E5WDQ2,301.28,39,39,2.0336E7,25,25,26,Carbamidomethylation,107579,Alanine--tRNA ligase OS=Trichoplusia ni OX=7111 GN=LOC113501557 PE=3 SV=1
88,224,A0A7E5W5T7,301.26,65,65,1.4978E6,23,1,25,Carbamidomethylation; Oxidation (M),35834,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113499683 PE=3 SV=1
68,184,A0A7E5WTV7,301.18,33,33,2.4802E7,26,25,27,Carbamidomethylation,108826,calpain-A-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
57,176,A0A7E5VWE8,299.82,23,23,8.7811E6,28,14,28,Carbamidomethylation,170623,multidrug resistance-associated protein 1-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113497342 PE=3 SV=1
57,177,A0A7E5VWF3,299.82,23,23,8.7811E6,28,14,28,Carbamidomethylation,170710,multidrug resistance-associated protein 1-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113497342 PE=3 SV=1
122,208,A0A7E5W1S2,299.52,35,35,3.6871E7,20,20,20,Carbamidomethylation,78194,juvenile hormone esterase-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113498447 PE=4 SV=1
122,215,A0A7E5W0T6,299.52,35,35,3.6871E7,20,20,20,Carbamidomethylation,79983,juvenile hormone esterase-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113498447 PE=4 SV=1
106,150,A0A7E5WVI5,298.44,33,33,7.7324E7,22,22,22,Carbamidomethylation,104433,metal transporter CNNM4-like OS=Trichoplusia ni OX=7111 GN=LOC113505583 PE=3 SV=1
75,162,A0A7E5VT10,298.17,63,63,6.2404E7,26,26,26,Carbamidomethylation,57962,T-complex protein 1 subunit zeta OS=Trichoplusia ni OX=7111 GN=LOC113496326 PE=3 SV=1
50,207,A0A7E5W1E8,298.11,39,39,3.2852E7,29,29,30,Carbamidomethylation,104067,AP-2 complex subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498581 PE=3 SV=1
102,1158,A0A7E5VGP8,295.26,45,45,6.5276E7,20,20,22,Carbamidomethylation,62693,Multifunctional fusion protein OS=Trichoplusia ni OX=7111 GN=LOC113493698 PE=3 SV=1
137,159487,P17499.1,295.19,70,70,1.8541E8,17,17,18,Carbamidomethylation,38951,RecName: Full=Major capsid protein
67,189,A0A7E5VFQ6,292.35,41,41,3.1241E7,25,25,27,Carbamidomethylation,92158,programmed cell death 6-interacting protein OS=Trichoplusia ni OX=7111 GN=LOC113493341 PE=4 SV=1
79,216,A0A7E5W0C1,291.29,29,29,3.2741E7,25,25,25,Carbamidomethylation,127421,Calcium-transporting ATPase OS=Trichoplusia ni OX=7111 GN=LOC113498289 PE=3 SV=1
64,85,A0A7E5W7A8,291.00,59,59,1.2498E8,25,25,27,Carbamidomethylation,60893,EH domain-containing protein 3 OS=Trichoplusia ni OX=7111 GN=LOC113499725 PE=4 SV=1
105,209,A0A7E5W093,289.33,41,41,3.3565E7,22,22,22,Carbamidomethylation,81912,plastin-3 OS=Trichoplusia ni OX=7111 GN=LOC113498282 PE=4 SV=1
127,226,A0A7E5WGA0,288.16,53,53,5.1602E7,18,18,19,Carbamidomethylation,46496,adenylyl cyclase-associated protein 1 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113502194 PE=3 SV=1
127,232,A0A7E5WFG2,288.16,42,42,5.1602E7,18,18,19,Carbamidomethylation,59266,Adenylyl cyclase-associated protein OS=Trichoplusia ni OX=7111 GN=LOC113502194 PE=3 SV=1
127,233,A0A7E5WFG4,288.16,42,42,5.1602E7,18,18,19,Carbamidomethylation,59337,Adenylyl cyclase-associated protein OS=Trichoplusia ni OX=7111 GN=LOC113502194 PE=3 SV=1
123,180,A0A7E5WQW1,287.99,51,51,5.5662E7,19,19,20,Carbamidomethylation,53331,thioredoxin reductase 1  mitochondrial isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113504568 PE=3 SV=1
123,211,A0A7E5WRF1,287.99,49,49,5.5662E7,19,19,20,Carbamidomethylation,55560,thioredoxin reductase 1  mitochondrial isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113504568 PE=3 SV=1
123,212,A0A7E5WPP3,287.99,48,48,5.5662E7,19,19,20,Carbamidomethylation,56542,thioredoxin reductase 1  mitochondrial isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113504568 PE=3 SV=1
123,213,A0A7E5WPX5,287.99,47,47,5.5662E7,19,19,20,Carbamidomethylation,57551,thioredoxin reductase 1  mitochondrial isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113504568 PE=3 SV=1
171,355,A0A7E5VPJ4,287.84,80,80,1.0305E8,14,14,15,Carbamidomethylation,26356,uncharacterized protein LOC113495595 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113495595 PE=3 SV=1
171,356,A0A7E5VPD6,287.84,72,72,1.0305E8,14,14,15,Carbamidomethylation,29199,uncharacterized protein LOC113495595 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113495595 PE=1 SV=1
156,159485,Q00732.2,287.28,53,53,1.047E8,16,16,16,Carbamidomethylation,45313,RecName: Full=p48 protein; AltName: Full=p45 protein
144,227,A0A7E5WQY4,286.13,62,62,7.6185E7,17,17,17,Carbamidomethylation,36274,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113504468 PE=3 SV=1
144,228,A0A7E5WP76,286.13,57,57,7.6185E7,17,17,17,Carbamidomethylation,38876,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113504468 PE=3 SV=1
144,229,A0A2H4WWB4,286.13,53,53,7.6185E7,17,17,17,Carbamidomethylation,41504,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113504468 PE=2 SV=1
144,231,A0A7E5WPC2,286.13,42,42,7.6185E7,17,17,17,Carbamidomethylation,52388,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113504468 PE=3 SV=1
32,159497,P41483.1,285.91,56,56,1.1429E9,21,21,36,Carbamidomethylation; Oxidation (M),25526,RecName: Full=Virus envelope protein E25; Short=Protein E25; AltName: Full=Virus envelope protein AC94
100,218,A0A7E5VD94,285.81,52,52,3.9371E7,19,19,22,Carbamidomethylation,55015,V-type proton ATPase subunit H OS=Trichoplusia ni OX=7111 GN=LOC113492751 PE=3 SV=1
112,173,A0A7E5VSE4,284.63,52,52,5.7837E7,21,21,21,Carbamidomethylation,48111,elongation factor 1-gamma OS=Trichoplusia ni OX=7111 GN=LOC113496222 PE=4 SV=1
47,217,A0A7E5VBZ4,284.60,33,33,5.0102E6,30,3,31,Carbamidomethylation,102426,Dynamin GTPase OS=Trichoplusia ni OX=7111 GN=LOC113492527 PE=3 SV=1
80,57,A0A7E5WSU8,283.76,38,38,2.8514E7,24,24,25,Carbamidomethylation,89174,Vesicle-fusing ATPase OS=Trichoplusia ni OX=7111 GN=LOC113505390 PE=4 SV=1
172,240,A0A2H4WW83,282.28,52,52,1.0491E8,13,13,15,Carbamidomethylation,35542,Glyceraldehyde-3-phosphate dehydrogenase OS=Trichoplusia ni OX=7111 GN=LOC113509001 PE=2 SV=1
150,308,A0A7E5WFF1,281.00,68,68,1.5698E6,16,3,16,Carbamidomethylation,35806,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113501989 PE=3 SV=1
72,197,A0A7E5W4P4,280.94,16,16,1.4882E7,26,26,26,Carbamidomethylation,243360,tight junction protein ZO-1-like isoform X10 OS=Trichoplusia ni OX=7111 GN=LOC113499368 PE=4 SV=1
124,665,A0A7E5VV14,280.88,50,50,3.1241E7,18,18,19,Carbamidomethylation,52955,methanethiol oxidase OS=Trichoplusia ni OX=7111 GN=LOC113496966 PE=3 SV=1
96,274,A0A7E5VI36,280.54,56,56,5.1779E7,23,23,23,Carbamidomethylation,56058,insulin-like growth factor 2 mRNA-binding protein 1 isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113494044 PE=3 SV=1
96,275,A0A7E5VIA9,280.54,55,55,5.1779E7,23,23,23,Carbamidomethylation,56780,insulin-like growth factor 2 mRNA-binding protein 1 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113494044 PE=3 SV=1
96,277,A0A7E5VI30,280.54,54,54,5.1779E7,23,23,23,Carbamidomethylation,58436,insulin-like growth factor 2 mRNA-binding protein 1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113494044 PE=3 SV=1
