Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 2,Area Sample 2,#Peptides,#Unique,#Spec Sample 2,PTM,Avg. Mass,Description
22,87,A0A7E5X1P0,328.30,56,56,7.6645E7,38,38,41,Carbamidomethylation,93211,97 kDa heat shock protein isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
22,88,A0A7E5X348,328.30,56,56,7.6645E7,38,38,41,Carbamidomethylation,94012,97 kDa heat shock protein isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
14,13,A0A7E5VK20,325.30,26,26,1.1632E7,49,49,49,,324668,protein 4.1 homolog isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113494423 PE=4 SV=1
14,9,A0A7E5VJS8,325.30,25,25,1.1632E7,49,49,49,,327712,protein 4.1 homolog isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113494423 PE=4 SV=1
14,12,A0A7E5VJT9,325.30,25,25,1.1632E7,49,49,49,,328099,protein 4.1 homolog isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113494423 PE=4 SV=1
14,10,A0A7E5VJS5,325.30,25,25,1.1632E7,49,49,49,,328227,protein 4.1 homolog isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113494423 PE=4 SV=1
26,34,A0A451FUM5,324.12,68,68,5.0308E7,29,9,37,Carbamidomethylation; Oxidation (M),41822,Actin OS=Trichoplusia ni OX=7111 GN=LOC113507353 PE=2 SV=1
56,2469,A0A7E5WLA2,323.44,65,65,4.6827E7,25,25,27,Carbamidomethylation,60933,heat shock protein 60A-like OS=Trichoplusia ni OX=7111 GN=LOC113503680 PE=3 SV=1
25,159490,P41453.1,322.61,77,77,1.6278E8,32,32,37,Carbamidomethylation; Oxidation (M),44551,RecName: Full=Late expression factor 3; Short=LEF-3; AltName: Full=Single-stranded DNA-binding protein; Short=SSB
23,39,A0A7E5W0E1,321.10,71,71,5.8654E7,35,35,39,Carbamidomethylation,59207,CCT-theta OS=Trichoplusia ni OX=7111 GN=LOC113498305 PE=3 SV=1
38,294,A0A7E5WDQ2,320.28,46,46,1.4307E7,31,31,31,Carbamidomethylation,107579,Alanine--tRNA ligase OS=Trichoplusia ni OX=7111 GN=LOC113501557 PE=3 SV=1
17,62,A0A7E5WTZ2,317.35,47,47,4.5436E7,44,44,47,Carbamidomethylation,120036,ATP-citrate synthase OS=Trichoplusia ni OX=7111 GN=LOC113505697 PE=3 SV=1
29,931,A0A7E5WAY7,315.83,72,72,5.6068E7,30,30,35,Carbamidomethylation; Oxidation (M),55449,Protein disulfide-isomerase OS=Trichoplusia ni OX=7111 GN=LOC113501048 PE=3 SV=1
93,3,A0A7E5VKR1,308.33,62,62,2.7171E7,22,22,22,Carbamidomethylation,55154,Vacuolar proton pump subunit B OS=Trichoplusia ni OX=7111 GN=LOC113494681 PE=3 SV=1
47,38,A0A7E5VRS4,307.96,59,59,4.0768E7,28,28,29,Carbamidomethylation,68092,H(+)-transporting two-sector ATPase OS=Trichoplusia ni OX=7111 GN=LOC113496116 PE=3 SV=1
77,60,A0A7E5WP28,306.10,56,56,3.9053E7,23,23,24,Carbamidomethylation,58958,CCT-epsilon OS=Trichoplusia ni OX=7111 GN=LOC113504153 PE=3 SV=1
55,94,A0A7E5W8Q1,303.75,55,55,3.1904E7,23,23,27,Carbamidomethylation,56977,Pyruvate kinase OS=Trichoplusia ni OX=7111 GN=LOC113500423 PE=3 SV=1
55,95,A0A7E5W9Y8,303.75,54,54,3.1904E7,23,23,27,Carbamidomethylation,57952,Pyruvate kinase OS=Trichoplusia ni OX=7111 GN=LOC113500423 PE=3 SV=1
55,96,A0A7E5W8P4,303.75,54,54,3.1904E7,23,23,27,Carbamidomethylation,58067,Pyruvate kinase OS=Trichoplusia ni OX=7111 GN=LOC113500423 PE=3 SV=1
40,159479,P08161.2,302.09,47,47,3.8269E7,30,30,31,Carbamidomethylation,94540,RecName: Full=Early 94 kDa protein
31,13263,A0A7E5X2D5,301.40,45,45,3.3536E7,32,32,34,Carbamidomethylation,101922,hypoxia up-regulated protein 1 OS=Trichoplusia ni OX=7111 GN=LOC113508064 PE=3 SV=1
39,369,A0A7E5X4Q3,300.79,34,34,1.4251E7,30,30,31,Carbamidomethylation,134044,Leucyl-tRNA synthetase OS=Trichoplusia ni OX=7111 GN=LOC113508534 PE=3 SV=1
48,180,A0A7E5WQW1,300.54,66,66,5.0004E7,28,28,29,Carbamidomethylation,53331,thioredoxin reductase 1  mitochondrial isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113504568 PE=3 SV=1
30,172289,P41430.1,299.81,80,80,1.196E8,35,35,35,Carbamidomethylation,36554,RecName: Full=Uncharacterized 36.6 kDa protein in EGT-IAP1 intergenic region; AltName: Full=ORF12/11
68,170,A0A7E5WK95,299.05,58,58,1.5461E7,25,25,25,Carbamidomethylation,58250,Tyrosine--tRNA ligase OS=Trichoplusia ni OX=7111 GN=LOC113503429 PE=3 SV=1
36,169,A0A7E5VE36,298.42,54,54,,26,0,32,Carbamidomethylation; Oxidation (M),49568,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113492972 PE=3 SV=1
115,97,A0A7E5WIQ6,296.29,45,45,3.3402E7,18,18,20,Carbamidomethylation,63082,Asparagine--tRNA ligase OS=Trichoplusia ni OX=7111 GN=LOC113503013 PE=4 SV=1
37,913,Q0MUU6,295.29,51,51,5.3721E7,32,26,32,,73138,Heat shock cognate 70 protein OS=Trichoplusia ni OX=7111 GN=LOC113494618 PE=3 SV=1
43,160,A0A7E5WZQ1,294.45,63,63,4.0776E7,28,28,30,Carbamidomethylation,58904,T-complex protein 1 subunit eta OS=Trichoplusia ni OX=7111 GN=LOC113507248 PE=3 SV=1
70,56,A0A7E5X1U5,293.49,49,49,2.8291E7,23,23,25,Carbamidomethylation,57862,CCT-beta OS=Trichoplusia ni OX=7111 GN=LOC113508363 PE=3 SV=1
45,239,A0A7E5X115,293.23,49,49,,24,0,29,Carbamidomethylation; Oxidation (M),49927,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113507665 PE=3 SV=1
50,162,A0A7E5VT10,292.10,57,57,4.1966E7,24,24,28,Carbamidomethylation; Oxidation (M),57962,T-complex protein 1 subunit zeta OS=Trichoplusia ni OX=7111 GN=LOC113496326 PE=3 SV=1
49,158,A0A7E5WJN2,291.85,57,57,3.9645E7,28,28,29,Carbamidomethylation,59110,T-complex protein 1 subunit gamma OS=Trichoplusia ni OX=7111 GN=LOC113503333 PE=3 SV=1
73,26795,A0A7E5W7G3,290.91,53,53,5.5695E7,22,22,24,Oxidation (M),45618,neurofilament heavy polypeptide-like OS=Trichoplusia ni OX=7111 GN=LOC113499990 PE=4 SV=1
28,196,A0A7E5V9I1,289.69,39,39,2.2926E7,33,33,35,Carbamidomethylation,118674,Valine--tRNA ligase OS=Trichoplusia ni OX=7111 GN=LOC113491923 PE=3 SV=1
133,270,A0A7E5VVN0,289.14,53,53,3.3258E7,17,17,18,Carbamidomethylation,56969,T-complex protein 1 subunit delta OS=Trichoplusia ni OX=7111 GN=LOC113497142 PE=3 SV=1
109,226,A0A7E5WGA0,289.00,63,63,3.3354E7,20,20,20,Carbamidomethylation,46496,adenylyl cyclase-associated protein 1 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113502194 PE=3 SV=1
109,232,A0A7E5WFG2,289.00,50,50,3.3354E7,20,20,20,Carbamidomethylation,59266,Adenylyl cyclase-associated protein OS=Trichoplusia ni OX=7111 GN=LOC113502194 PE=3 SV=1
109,233,A0A7E5WFG4,289.00,50,50,3.3354E7,20,20,20,Carbamidomethylation,59337,Adenylyl cyclase-associated protein OS=Trichoplusia ni OX=7111 GN=LOC113502194 PE=3 SV=1
86,159478,P17501.2,288.73,38,38,6.5376E7,20,20,23,Carbamidomethylation,58567,RecName: Full=Major envelope glycoprotein; AltName: Full=gp64; Flags: Precursor
66,7346,A0A7E5WEJ6,288.48,51,51,4.4581E7,24,24,25,Carbamidomethylation,55128,Protein disulfide-isomerase OS=Trichoplusia ni OX=7111 GN=LOC113501793 PE=3 SV=1
65,825,A0A7E5WEZ2,288.02,43,43,1.3084E7,25,25,25,Carbamidomethylation,89480,Ubiquitin carboxyl-terminal hydrolase OS=Trichoplusia ni OX=7111 GN=LOC113501723 PE=3 SV=1
102,1542,A0A7E5WGW4,284.94,67,67,4.3107E7,19,19,21,Carbamidomethylation,45944,Calreticulin OS=Trichoplusia ni OX=7111 GN=LOC113502294 PE=3 SV=1
91,151,A0A7E5VF44,284.51,69,69,7.0941E7,22,22,22,Carbamidomethylation,44914,Fructose-bisphosphate aldolase OS=Trichoplusia ni OX=7111 GN=LOC113493218 PE=3 SV=1
51,397,A0A7E5WAQ5,283.99,72,72,1.8536E8,20,20,28,Carbamidomethylation; Oxidation (M),17757,Peptidyl-prolyl cis-trans isomerase OS=Trichoplusia ni OX=7111 GN=LOC113500627 PE=3 SV=1
35,159489,P41473.1,281.59,59,59,6.2906E8,27,27,33,Carbamidomethylation,30567,RecName: Full=Uncharacterized 30.6 kDa protein in IAP2-VLF1 intergenic region
52,26,A0A7E5VHF4,281.30,22,22,5.7359E6,27,27,27,Carbamidomethylation,192298,Clathrin heavy chain OS=Trichoplusia ni OX=7111 GN=LOC113493842 PE=3 SV=1
52,25,A0A7E5VH70,281.30,22,22,5.7359E6,27,27,27,Carbamidomethylation,192369,Clathrin heavy chain OS=Trichoplusia ni OX=7111 GN=LOC113493842 PE=3 SV=1
111,108,A0A7E5WXB4,280.98,60,60,2.3384E7,19,19,20,Carbamidomethylation,49868,Rab GDP dissociation inhibitor OS=Trichoplusia ni OX=7111 GN=LOC113506161 PE=3 SV=1
146,241,A0A7E5VSQ2,280.62,52,52,2.0837E7,17,17,17,Carbamidomethylation,44144,ribonucleoside-diphosphate reductase subunit M2 OS=Trichoplusia ni OX=7111 GN=LOC113496347 PE=3 SV=1
134,240,A0A2H4WW83,280.60,60,60,5.0917E7,18,18,18,Carbamidomethylation,35542,Glyceraldehyde-3-phosphate dehydrogenase OS=Trichoplusia ni OX=7111 GN=LOC113509001 PE=2 SV=1
100,159485,Q00732.2,280.27,58,58,1.0602E8,20,20,21,Carbamidomethylation,45313,RecName: Full=p48 protein; AltName: Full=p45 protein
42,41,A0A7E5W6Z5,278.92,25,25,1.086E7,29,28,30,Carbamidomethylation,181073,laminin subunit gamma-1 OS=Trichoplusia ni OX=7111 GN=LOC113499965 PE=4 SV=1
34,43,A0A7E5W722,278.39,14,14,6.7813E6,33,33,33,Carbamidomethylation,392654,LOW QUALITY PROTEIN: laminin subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113499980 PE=4 SV=1
160,355,A0A7E5VPJ4,277.80,76,76,5.4168E7,14,14,16,Carbamidomethylation,26356,uncharacterized protein LOC113495595 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113495595 PE=3 SV=1
160,356,A0A7E5VPD6,277.80,69,69,5.4168E7,14,14,16,Carbamidomethylation,29199,uncharacterized protein LOC113495595 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113495595 PE=1 SV=1
99,173,A0A7E5VSE4,277.46,47,47,6.5752E7,20,20,21,Carbamidomethylation,48111,elongation factor 1-gamma OS=Trichoplusia ni OX=7111 GN=LOC113496222 PE=4 SV=1
80,250,A0A7E5VG31,276.44,66,66,4.8022E7,23,22,23,Carbamidomethylation,47662,RNA helicase OS=Trichoplusia ni OX=7111 GN=LOC113493456 PE=3 SV=1
58,827,A0A7E5VYG1,275.43,44,44,1.6036E7,26,26,26,Carbamidomethylation,77585,Arginyl-tRNA synthetase OS=Trichoplusia ni OX=7111 GN=LOC113497820 PE=3 SV=1
145,299,A0A7E5X472,275.17,45,45,1.6686E7,17,17,17,Carbamidomethylation,55482,Inosine-5'-monophosphate dehydrogenase OS=Trichoplusia ni OX=7111 GN=LOC113508532 PE=3 SV=1
64,1294,A0A7E5WTY1,273.54,38,38,2.7522E7,24,23,25,Carbamidomethylation,74769,heat shock 70 kDa protein cognate 5 OS=Trichoplusia ni OX=7111 GN=LOC113505692 PE=3 SV=1
32,302,A0A7E5WDK4,273.19,41,41,1.826E7,34,34,34,Carbamidomethylation,107888,Aminopeptidase OS=Trichoplusia ni OX=7111 GN=LOC113501529 PE=3 SV=1
104,159477,P41428.1,273.16,42,42,1.5939E7,21,21,21,Carbamidomethylation,79857,RecName: Full=Protein AC23; AltName: Full=ORF 9; Flags: Precursor
89,5230,A0A7E5VJ98,273.01,31,31,7.4975E6,22,22,22,Carbamidomethylation,106989,Exportin-2 OS=Trichoplusia ni OX=7111 GN=LOC113494292 PE=3 SV=1
57,159497,P41483.1,271.19,53,53,2.2027E8,19,19,26,Carbamidomethylation; Oxidation (M),25526,RecName: Full=Virus envelope protein E25; Short=Protein E25; AltName: Full=Virus envelope protein AC94
62,354,A0A7E5VWI4,270.94,33,33,1.3519E7,25,25,25,Carbamidomethylation,101853,piwi-like protein Siwi OS=Trichoplusia ni OX=7111 GN=LOC113497222 PE=3 SV=1
96,44,A0A7E5W4D4,266.45,61,61,3.4255E7,20,20,22,Carbamidomethylation,46854,2-phospho-D-glycerate hydro-lyase OS=Trichoplusia ni OX=7111 GN=LOC113499004 PE=3 SV=1
84,191,A0A7E5VWU5,266.13,48,48,4.1051E7,22,22,23,Carbamidomethylation,62204,Stress-induced-phosphoprotein 1 OS=Trichoplusia ni OX=7111 GN=LOC113497453 PE=4 SV=1
59,159486,Q00733.1,265.61,40,40,1.7215E7,25,25,26,Carbamidomethylation,79879,RecName: Full=Capsid-associated protein VP80
54,272,A0A7E5WIE4,264.25,44,44,1.3957E7,26,26,27,Carbamidomethylation,82750,Threonyl-tRNA synthetase OS=Trichoplusia ni OX=7111 GN=LOC113502506 PE=3 SV=1
54,273,A0A7E5WGS5,264.25,44,44,1.3957E7,26,26,27,Carbamidomethylation,83525,Threonyl-tRNA synthetase OS=Trichoplusia ni OX=7111 GN=LOC113502506 PE=3 SV=1
123,828,A0A7E5VN03,263.50,45,45,1.7055E7,17,17,19,Carbamidomethylation,62654,Asparagine synthetase [glutamine-hydrolyzing] OS=Trichoplusia ni OX=7111 GN=LOC113495260 PE=4 SV=1
69,29,A0A7E5WMD6,263.30,62,62,5.8536E7,24,24,25,Carbamidomethylation,51395,synaptic vesicle membrane protein VAT-1 homolog-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113503902 PE=3 SV=1
87,388,A0A7E5VJE9,262.63,53,53,1.5354E7,22,22,23,Carbamidomethylation,61694,Glucose-6-phosphate isomerase OS=Trichoplusia ni OX=7111 GN=LOC113494316 PE=3 SV=1
88,426,A0A7E5W5F8,262.46,78,78,4.1146E7,21,21,23,Carbamidomethylation,35943,guanine nucleotide-binding protein subunit beta-like protein OS=Trichoplusia ni OX=7111 GN=LOC113499550 PE=3 SV=1
82,149,A0A7E5VV65,262.06,50,50,2.6445E7,23,23,23,Carbamidomethylation,59050,CCT-alpha OS=Trichoplusia ni OX=7111 GN=LOC113496858 PE=3 SV=1
113,654,A0A7E5VG59,261.49,36,36,4.29E6,20,20,20,Carbamidomethylation,98030,importin subunit beta-1 OS=Trichoplusia ni OX=7111 GN=LOC113493477 PE=4 SV=1
136,1646,A0A7E5VKL2,260.54,48,48,2.7552E7,17,17,18,Carbamidomethylation,48675,RNA helicase OS=Trichoplusia ni OX=7111 GN=LOC113494550 PE=4 SV=1
107,190,A0A7E5VQ25,260.04,47,47,,18,0,20,Carbamidomethylation,41777,actin  muscle OS=Trichoplusia ni OX=7111 GN=LOC113495705 PE=3 SV=1
18,24,A0A7E5X0D5,259.71,15,15,7.7272E6,45,45,45,Carbamidomethylation,458636,spectrin beta chain  non-erythrocytic 1 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113507246 PE=3 SV=1
18,23,A0A7E5X0H7,259.71,14,14,7.7272E6,45,45,45,Carbamidomethylation,471110,spectrin beta chain  non-erythrocytic 1 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113507246 PE=3 SV=1
18,22,A0A7E5WZP3,259.71,14,14,7.7272E6,45,45,45,Carbamidomethylation,471182,spectrin beta chain  non-erythrocytic 1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113507246 PE=3 SV=1
61,1149,A0A7E5WZK8,259.45,28,28,7.8797E6,25,25,25,Carbamidomethylation,140541,vigilin-like OS=Trichoplusia ni OX=7111 GN=LOC113506981 PE=4 SV=1
227,159487,P17499.1,258.93,37,37,3.722E7,13,13,13,Carbamidomethylation,38951,RecName: Full=Major capsid protein
156,159522,P04870.2,258.33,76,76,3.879E8,12,12,16,,10310,RecName: Full=Protein p10; AltName: Full=Fibrous body protein
74,171,A0A7E5WEX8,257.52,48,48,,19,0,24,Carbamidomethylation; Oxidation (M),41803,actin  muscle-type A2 OS=Trichoplusia ni OX=7111 GN=LOC113501708 PE=3 SV=1
72,1922,A0A7E5WWA9,256.48,33,33,1.3591E7,23,22,24,,88742,Heat shock protein 83 OS=Trichoplusia ni OX=7111 GN=LOC113506484 PE=3 SV=1
126,225,A0A7E5VQN8,256.46,45,45,9.6954E6,17,17,19,,56863,Catalase OS=Trichoplusia ni OX=7111 GN=LOC113495760 PE=3 SV=1
207,357,A0A7E5W8U8,254.58,47,47,1.4071E7,14,14,14,Carbamidomethylation,45282,dnaJ homolog subfamily A member 1 OS=Trichoplusia ni OX=7111 GN=LOC113500490 PE=3 SV=1
234,306,A0A7E5VS83,254.58,60,60,1.441E7,12,12,13,Carbamidomethylation,34944,D-3-phosphoglycerate dehydrogenase OS=Trichoplusia ni OX=7111 GN=LOC113496177 PE=3 SV=1
140,899,A0A7E5VJT4,254.47,50,50,7.6216E6,16,15,17,Carbamidomethylation,45294,26S proteasome regulatory subunit 8 OS=Trichoplusia ni OX=7111 GN=LOC113494351 PE=3 SV=1
71,26794,A0A7E5VJZ2,253.83,51,51,1.9304E7,23,23,25,Carbamidomethylation,62815,digestive cysteine proteinase 2 OS=Trichoplusia ni OX=7111 GN=LOC113494464 PE=3 SV=1
67,159484,P41700.1,253.67,55,55,3.6841E7,23,23,25,,55417,RecName: Full=Protein AC142
53,172287,P24307.2,253.59,26,26,9.8948E6,27,27,27,Carbamidomethylation,143214,RecName: Full=DNA replication helicase; AltName: Full=P143
148,208,A0A7E5W1S2,253.46,32,32,6.5143E6,17,17,17,Carbamidomethylation,78194,juvenile hormone esterase-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113498447 PE=4 SV=1
148,215,A0A7E5W0T6,253.46,32,32,6.5143E6,17,17,17,Carbamidomethylation,79983,juvenile hormone esterase-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113498447 PE=4 SV=1
166,26796,A0A7E5VUT9,253.39,46,46,2.011E7,15,15,16,Carbamidomethylation,46865,Protein disulfide-isomerase OS=Trichoplusia ni OX=7111 GN=LOC113496778 PE=3 SV=1
108,1274,A0A7E5VMB1,251.87,32,32,6.6487E6,20,20,20,,82238,Dipeptidyl peptidase 3 OS=Trichoplusia ni OX=7111 GN=LOC113495042 PE=3 SV=1
108,1275,A0A7E5VMK3,251.87,30,30,6.6487E6,20,20,20,,87240,Dipeptidyl peptidase 3 OS=Trichoplusia ni OX=7111 GN=LOC113495042 PE=3 SV=1
192,453,A0A7E5WAK9,251.45,40,40,1.7035E7,13,13,14,Carbamidomethylation,44608,S-adenosylmethionine synthase OS=Trichoplusia ni OX=7111 GN=LOC113500928 PE=3 SV=1
110,40,A0A7E5X3R8,251.41,15,15,5.3103E6,20,20,20,Carbamidomethylation,198697,laminin subunit beta-1 OS=Trichoplusia ni OX=7111 GN=LOC113508286 PE=4 SV=1
141,93,A0A7E5VT50,251.22,32,32,2.3053E7,17,17,17,,68206,Polyadenylate-binding protein OS=Trichoplusia ni OX=7111 GN=LOC113496349 PE=3 SV=1
76,335,A0A7E5W9Y2,251.07,58,58,3.1959E7,24,24,24,Carbamidomethylation,42121,proliferation-associated protein 2G4 OS=Trichoplusia ni OX=7111 GN=LOC113500761 PE=3 SV=1
120,209,A0A7E5W093,250.97,36,36,1.2689E7,18,18,19,Carbamidomethylation,81912,plastin-3 OS=Trichoplusia ni OX=7111 GN=LOC113498282 PE=4 SV=1
212,407,A0A7E5W427,250.94,61,61,5.1554E7,13,13,14,Carbamidomethylation,17525,Eukaryotic translation initiation factor 5A OS=Trichoplusia ni OX=7111 GN=LOC113499110 PE=3 SV=1
226,527,A0A7E5WB72,250.85,62,62,2.4572E7,12,12,13,Carbamidomethylation,29137,pyrimidodiazepine synthase-like OS=Trichoplusia ni OX=7111 GN=LOC113501099 PE=3 SV=1
85,5088,A0A7E5VG73,250.73,35,35,6.5987E6,22,22,23,Carbamidomethylation,81911,Enoyl-CoA hydratase OS=Trichoplusia ni OX=7111 GN=LOC113493488 PE=3 SV=1
83,280,A0A7E5WD79,250.19,70,70,4.756E7,22,22,23,Carbamidomethylation,42299,Arginine kinase OS=Trichoplusia ni OX=7111 GN=LOC113501645 PE=3 SV=1
83,284,A0A7E5WD74,250.19,69,69,4.756E7,22,22,23,Carbamidomethylation,43174,Arginine kinase OS=Trichoplusia ni OX=7111 GN=LOC113501645 PE=3 SV=1
130,4452,A0A7E5VS57,250.01,45,45,2.2879E7,18,18,18,Carbamidomethylation,51811,Citrate synthase OS=Trichoplusia ni OX=7111 GN=LOC113496076 PE=3 SV=1
288,381,A0A7E5VEQ7,249.62,73,73,7.0307E7,11,11,11,Carbamidomethylation,19792,Translationally-controlled tumor protein homolog OS=Trichoplusia ni OX=7111 GN=LOC113493123 PE=3 SV=1
90,286,A0A7E5WR31,248.88,30,30,5.7663E6,21,21,22,Carbamidomethylation,108378,Kinesin-like protein OS=Trichoplusia ni OX=7111 GN=LOC113504608 PE=3 SV=1
199,13426,A0A7E5WV04,248.21,46,46,1.1046E7,12,12,14,Carbamidomethylation,44133,selenide  water dikinase OS=Trichoplusia ni OX=7111 GN=LOC113505542 PE=4 SV=1
114,305,A0A7E5VKI3,246.53,32,32,1.4861E7,18,18,20,,82687,Diadenosine tetraphosphate synthetase OS=Trichoplusia ni OX=7111 GN=LOC113494610 PE=3 SV=1
78,339,A0A7E5W672,246.51,51,51,1.5185E7,24,24,24,Carbamidomethylation,59876,Aspartate--tRNA ligase  cytoplasmic OS=Trichoplusia ni OX=7111 GN=LOC113499807 PE=3 SV=1
78,340,A0A7E5WXW5,246.51,51,51,1.5185E7,24,24,24,Carbamidomethylation,59914,Aspartate--tRNA ligase  cytoplasmic OS=Trichoplusia ni OX=7111 GN=LOC113507036 PE=3 SV=1
