Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 6,Area Sample 6,#Peptides,#Unique,#Spec Sample 6,PTM,Avg. Mass,Description
27,29,A0A7E5WMD6,334.46,64,64,3.8809E8,34,34,37,Carbamidomethylation; Oxidation (M),51395,synaptic vesicle membrane protein VAT-1 homolog-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113503902 PE=3 SV=1
25,38,A0A7E5VRS4,329.69,68,68,1.3699E8,37,37,38,Carbamidomethylation,68092,H(+)-transporting two-sector ATPase OS=Trichoplusia ni OX=7111 GN=LOC113496116 PE=3 SV=1
21,47,A0A7E5VWC1,329.47,33,33,1.0851E8,38,38,40,Carbamidomethylation,144927,NPC intracellular cholesterol transporter 1 isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
21,49,A0A7E5VVP8,329.47,32,32,1.0851E8,38,38,40,Carbamidomethylation,145632,NPC intracellular cholesterol transporter 1 isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
21,50,A0A7E5VVQ3,329.47,32,32,1.0851E8,38,38,40,Carbamidomethylation,145590,NPC intracellular cholesterol transporter 1 isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
21,51,A0A7E5VVQ8,329.47,32,32,1.0851E8,38,38,40,Carbamidomethylation,145869,NPC intracellular cholesterol transporter 1 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
21,48,A0A7E5VWB4,329.47,32,32,1.0851E8,38,38,40,Carbamidomethylation,147668,NPC intracellular cholesterol transporter 1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
11,66,A0A7E5X081,326.24,25,25,2.6946E7,49,49,49,Carbamidomethylation,311501,papilin-like isoform X8 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
11,63,A0A7E5WY97,326.24,25,25,2.6946E7,49,49,49,Carbamidomethylation,317896,papilin-like isoform X7 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
11,70,A0A7E5WZF7,326.24,24,24,2.6946E7,49,49,49,Carbamidomethylation,326780,papilin-like isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
11,69,A0A7E5WY94,326.24,24,24,2.6946E7,49,49,49,Carbamidomethylation,327749,papilin-like isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
11,67,A0A7E5WY90,326.24,24,24,2.6946E7,49,49,49,Carbamidomethylation,331573,papilin-like isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
11,65,A0A7E5WZF1,326.24,23,23,2.6946E7,49,49,49,Carbamidomethylation,333759,papilin-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
11,64,A0A7E5X039,326.24,24,24,2.6946E7,49,49,49,Carbamidomethylation,327492,papilin-like isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
11,71,A0A7E5WY89,326.24,23,23,2.6946E7,49,49,49,Carbamidomethylation,333887,papilin-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
32,34,A0A451FUM5,324.04,64,64,7.3882E7,26,9,35,Carbamidomethylation; Oxidation (M),41822,Actin OS=Trichoplusia ni OX=7111 GN=LOC113507353 PE=2 SV=1
19,75,A0A7E5VAA8,320.60,46,46,5.275E7,38,38,41,Carbamidomethylation,121006,lethal(2) giant larvae protein isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113492109 PE=3 SV=1
19,76,A0A7E5VAA9,320.60,46,46,5.275E7,38,38,41,Carbamidomethylation,121422,lethal(2) giant larvae protein isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492109 PE=3 SV=1
65,159482,P32651.2,318.30,61,61,5.0895E7,23,23,24,Carbamidomethylation,45382,RecName: Full=Structural glycoprotein gp41
56,159480,Q00704.2,315.76,47,47,4.5932E7,23,23,26,Carbamidomethylation,79075,RecName: Full=Non-sulfated chondroitin lyase E66; Short=ODV-E66; Flags: Precursor
39,159477,P41428.1,313.83,45,45,5.4267E7,30,30,30,Carbamidomethylation,79857,RecName: Full=Protein AC23; AltName: Full=ORF 9; Flags: Precursor
16,103,A0A7E5W6Y6,313.62,19,19,1.3306E7,45,45,45,Carbamidomethylation,324715,talin-1 isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113499982 PE=4 SV=1
16,104,A0A7E5W6Z0,313.62,16,16,1.3306E7,45,45,45,Carbamidomethylation,392746,talin-1 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113499982 PE=4 SV=1
16,105,A0A7E5W6Y1,313.62,16,16,1.3306E7,45,45,45,Carbamidomethylation,394014,talin-1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113499982 PE=4 SV=1
61,60,A0A7E5WP28,311.44,60,60,3.0448E7,25,25,25,Carbamidomethylation,58958,CCT-epsilon OS=Trichoplusia ni OX=7111 GN=LOC113504153 PE=3 SV=1
38,98,A0A7E5WEQ8,310.08,42,42,2.0011E7,29,29,30,Carbamidomethylation,117168,Ubiquitin-activating enzyme E1 OS=Trichoplusia ni OX=7111 GN=LOC113501820 PE=3 SV=1
62,3566,A0A7E5VL02,309.29,41,41,3.1758E7,25,25,25,Carbamidomethylation,85488,Aconitate hydratase  mitochondrial OS=Trichoplusia ni OX=7111 GN=LOC113494725 PE=3 SV=1
41,100,A0A7E5VDK5,308.31,36,36,5.6548E6,27,11,29,Carbamidomethylation,123382,LOW QUALITY PROTEIN: importin-5-like OS=Trichoplusia ni OX=7111 GN=LOC113492859 PE=4 SV=1
36,39,A0A7E5W0E1,307.57,64,64,3.7043E7,30,30,31,Carbamidomethylation,59207,CCT-theta OS=Trichoplusia ni OX=7111 GN=LOC113498305 PE=3 SV=1
22,159478,P17501.2,307.14,45,45,3.5403E8,26,26,40,Carbamidomethylation; Oxidation (M),58567,RecName: Full=Major envelope glycoprotein; AltName: Full=gp64; Flags: Precursor
73,210,A0A7E5W5W9,305.33,66,66,6.3292E6,21,3,23,Carbamidomethylation,35793,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113499683 PE=3 SV=1
76,268,A0A7E5VVM4,304.41,76,76,7.9765E7,21,18,23,,34885,uncharacterized protein LOC113497167 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113497167 PE=4 SV=1
48,169,A0A7E5VE36,303.79,53,53,,24,0,28,Carbamidomethylation,49568,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113492972 PE=3 SV=1
37,86,A0A7E5X3W7,302.34,47,47,2.4793E7,30,30,30,Carbamidomethylation,90950,97 kDa heat shock protein isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
37,87,A0A7E5X1P0,302.34,45,45,2.4793E7,30,30,30,Carbamidomethylation,93211,97 kDa heat shock protein isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
37,88,A0A7E5X348,302.34,45,45,2.4793E7,30,30,30,Carbamidomethylation,94012,97 kDa heat shock protein isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
35,58,A0A7E5VTZ8,301.81,53,53,5.3838E7,30,30,31,Carbamidomethylation,80438,protein hu-li tai shao isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
35,61,A0A7E5VU26,301.81,48,48,5.3838E7,30,30,31,Carbamidomethylation,88354,protein hu-li tai shao isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
35,59,A0A7E5VTZ6,301.81,48,48,5.3838E7,30,30,31,Carbamidomethylation,89312,protein hu-li tai shao isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
74,224,A0A7E5W5T7,301.16,63,63,3.4973E6,20,2,23,Carbamidomethylation,35834,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113499683 PE=3 SV=1
51,176,A0A7E5VWE8,299.75,25,25,4.7512E6,27,13,27,Carbamidomethylation,170623,multidrug resistance-associated protein 1-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113497342 PE=3 SV=1
51,177,A0A7E5VWF3,299.75,25,25,4.7512E6,27,13,27,Carbamidomethylation,170710,multidrug resistance-associated protein 1-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113497342 PE=3 SV=1
43,85,A0A7E5W7A8,299.46,60,60,6.436E7,25,25,29,Carbamidomethylation,60893,EH domain-containing protein 3 OS=Trichoplusia ni OX=7111 GN=LOC113499725 PE=4 SV=1
50,72,A0A7E5WBX9,298.79,49,49,3.7208E7,26,26,27,Carbamidomethylation,67635,Moesin/ezrin/radixin homolog 1 OS=Trichoplusia ni OX=7111 GN=LOC113501302 PE=4 SV=1
50,73,A0A7E5WC28,298.79,49,49,3.7208E7,26,26,27,Carbamidomethylation,67863,Moesin/ezrin/radixin homolog 1 OS=Trichoplusia ni OX=7111 GN=LOC113501302 PE=4 SV=1
50,74,A0A7E5WBV4,298.79,48,48,3.7208E7,26,26,27,Carbamidomethylation,69517,Moesin/ezrin/radixin homolog 1 OS=Trichoplusia ni OX=7111 GN=LOC113501302 PE=4 SV=1
55,109,A0A7E5VGA4,296.97,24,24,1.0889E7,24,18,26,Carbamidomethylation,151739,probable multidrug resistance-associated protein lethal(2)03659 OS=Trichoplusia ni OX=7111 GN=LOC113493522 PE=4 SV=1
34,159479,P08161.2,294.00,50,50,3.4027E7,30,30,32,Carbamidomethylation,94540,RecName: Full=Early 94 kDa protein
91,270,A0A7E5VVN0,292.72,57,57,2.879E7,21,21,21,Carbamidomethylation,56969,T-complex protein 1 subunit delta OS=Trichoplusia ni OX=7111 GN=LOC113497142 PE=3 SV=1
44,235,A0A7E5VHI3,291.73,84,84,3.0167E8,27,27,29,Carbamidomethylation,26411,Triosephosphate isomerase OS=Trichoplusia ni OX=7111 GN=LOC113493924 PE=3 SV=1
70,239,A0A7E5X115,290.70,46,46,,20,0,24,Carbamidomethylation; Oxidation (M),49927,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113507665 PE=3 SV=1
42,1158,A0A7E5VGP8,289.91,57,57,5.2709E7,26,26,29,Carbamidomethylation,62693,Multifunctional fusion protein OS=Trichoplusia ni OX=7111 GN=LOC113493698 PE=3 SV=1
110,230,A0A7E5WJF2,288.10,42,42,5.0723E7,17,17,19,Carbamidomethylation,61209,esterase B1-like OS=Trichoplusia ni OX=7111 GN=LOC113502887 PE=4 SV=1
46,159484,P41700.1,287.43,55,55,8.0704E7,27,27,28,,55417,RecName: Full=Protein AC142
77,208,A0A7E5W1S2,284.86,38,38,1.5195E7,21,20,23,Carbamidomethylation,78194,juvenile hormone esterase-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113498447 PE=4 SV=1
77,215,A0A7E5W0T6,284.86,37,37,1.5195E7,21,20,23,Carbamidomethylation,79983,juvenile hormone esterase-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113498447 PE=4 SV=1
107,237,A0A7E5X2K8,284.16,55,55,2.4594E7,19,19,19,Carbamidomethylation,64151,Sorting nexin OS=Trichoplusia ni OX=7111 GN=LOC113508528 PE=3 SV=1
45,140,A0A7E5W2L2,283.48,31,31,1.7334E7,26,26,28,Carbamidomethylation,114563,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
45,138,A0A7E5W2V2,283.48,31,31,1.7334E7,26,26,28,Carbamidomethylation,114444,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
45,139,A0A7E5W3J5,283.48,31,31,1.7334E7,26,26,28,Carbamidomethylation,114578,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
45,141,A0A7E5W2J4,283.48,31,31,1.7334E7,26,26,28,Carbamidomethylation,115108,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
45,142,A0A7E5W2U8,283.48,31,31,1.7334E7,26,26,28,Carbamidomethylation,114989,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
45,143,A0A7E5W2I9,283.48,31,31,1.7334E7,26,26,28,Carbamidomethylation,115161,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
33,62,A0A7E5WTZ2,281.94,34,34,2.0035E7,32,32,33,Carbamidomethylation,120036,ATP-citrate synthase OS=Trichoplusia ni OX=7111 GN=LOC113505697 PE=3 SV=1
84,665,A0A7E5VV14,281.86,56,56,2.1826E7,21,21,21,Carbamidomethylation,52955,methanethiol oxidase OS=Trichoplusia ni OX=7111 GN=LOC113496966 PE=3 SV=1
24,159497,P41483.1,280.14,61,61,6.3081E8,22,22,39,Carbamidomethylation; Oxidation (M),25526,RecName: Full=Virus envelope protein E25; Short=Protein E25; AltName: Full=Virus envelope protein AC94
64,158,A0A7E5WJN2,278.96,52,52,2.7839E7,23,23,25,Carbamidomethylation,59110,T-complex protein 1 subunit gamma OS=Trichoplusia ni OX=7111 GN=LOC113503333 PE=3 SV=1
102,56,A0A7E5X1U5,278.81,44,44,1.9707E7,19,19,20,Carbamidomethylation,57862,CCT-beta OS=Trichoplusia ni OX=7111 GN=LOC113508363 PE=3 SV=1
72,248,A0A7E5VQC0,277.90,51,51,8.0022E7,19,19,23,Carbamidomethylation; Oxidation (M),42924,failed axon connections OS=Trichoplusia ni OX=7111 GN=LOC113495770 PE=3 SV=1
78,21637,A0A7E5VEX4,277.87,61,61,3.322E7,21,21,23,Carbamidomethylation,47997,Aspartate aminotransferase OS=Trichoplusia ni OX=7111 GN=LOC113493187 PE=3 SV=1
119,240,A0A2H4WW83,277.76,55,55,5.3004E7,16,16,18,,35542,Glyceraldehyde-3-phosphate dehydrogenase OS=Trichoplusia ni OX=7111 GN=LOC113509001 PE=2 SV=1
112,159485,Q00732.2,276.85,55,55,5.0312E7,18,18,18,Carbamidomethylation,45313,RecName: Full=p48 protein; AltName: Full=p45 protein
54,189,A0A7E5VFQ6,276.33,39,39,2.2282E7,26,26,27,Carbamidomethylation,92158,programmed cell death 6-interacting protein OS=Trichoplusia ni OX=7111 GN=LOC113493341 PE=4 SV=1
92,94,A0A7E5W8Q1,275.89,52,52,2.1172E7,21,21,21,Carbamidomethylation,56977,Pyruvate kinase OS=Trichoplusia ni OX=7111 GN=LOC113500423 PE=3 SV=1
92,95,A0A7E5W9Y8,275.89,51,51,2.1172E7,21,21,21,Carbamidomethylation,57952,Pyruvate kinase OS=Trichoplusia ni OX=7111 GN=LOC113500423 PE=3 SV=1
92,96,A0A7E5W8P4,275.89,51,51,2.1172E7,21,21,21,Carbamidomethylation,58067,Pyruvate kinase OS=Trichoplusia ni OX=7111 GN=LOC113500423 PE=3 SV=1
31,115,A0A7E5WH50,275.88,38,38,2.7778E7,33,33,35,,111078,perilipin-4-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
106,231,A0A7E5WPC2,275.13,42,42,4.1288E7,19,19,19,Carbamidomethylation,52388,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113504468 PE=3 SV=1
93,160,A0A7E5WZQ1,274.16,50,50,1.9708E7,21,21,21,Carbamidomethylation,58904,T-complex protein 1 subunit eta OS=Trichoplusia ni OX=7111 GN=LOC113507248 PE=3 SV=1
75,178,A0A7E5WSP9,271.24,34,34,1.0263E7,21,20,23,Carbamidomethylation,85700,calpain-A-like isoform X7 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
75,179,A0A7E5WS26,271.24,32,32,1.0263E7,21,20,23,Carbamidomethylation,89660,calpain-A-like isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
75,181,A0A7E5WTW4,271.24,31,31,1.0263E7,21,20,23,Carbamidomethylation,92627,calpain-A-like isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
75,182,A0A7E5WS21,271.24,29,29,1.0263E7,21,20,23,Carbamidomethylation,96587,calpain-A-like isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
75,183,A0A7E5WTK5,271.24,28,28,1.0263E7,21,20,23,Carbamidomethylation,102888,calpain-A-like isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
75,184,A0A7E5WTV7,271.24,26,26,1.0263E7,21,20,23,Carbamidomethylation,108826,calpain-A-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
75,185,A0A7E5WS40,271.24,26,26,1.0263E7,21,20,23,Carbamidomethylation,109814,calpain-A-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
94,99,A0A7E5VBW4,270.67,44,44,2.8327E7,21,21,21,Carbamidomethylation,66572,protein ROP isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492505 PE=3 SV=1
59,207,A0A7E5W1E8,269.53,32,32,1.1459E7,25,25,25,Carbamidomethylation,104067,AP-2 complex subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498581 PE=3 SV=1
52,93,A0A7E5VT50,269.27,41,41,3.2196E7,25,25,27,Carbamidomethylation,68206,Polyadenylate-binding protein OS=Trichoplusia ni OX=7111 GN=LOC113496349 PE=3 SV=1
53,217,A0A7E5VBZ4,268.60,34,34,2.2551E6,27,4,27,Carbamidomethylation,102426,Dynamin GTPase OS=Trichoplusia ni OX=7111 GN=LOC113492527 PE=3 SV=1
85,298,A0A7E5X5P1,268.59,20,20,6.5155E6,21,21,21,Carbamidomethylation,145073,Cytoplasmic FMR1-interacting protein OS=Trichoplusia ni OX=7111 GN=LOC113509040 PE=3 SV=1
90,165,A0A7E5WAT7,268.51,58,58,4.1644E7,21,21,21,Carbamidomethylation,41491,guanine nucleotide-binding protein G(Q) subunit alpha isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113500847 PE=3 SV=1
90,166,A0A7E5WA38,268.51,52,52,4.1644E7,21,21,21,Carbamidomethylation,46462,guanine nucleotide-binding protein G(Q) subunit alpha isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113500847 PE=3 SV=1
101,150,A0A7E5WVI5,268.42,27,27,3.3833E7,19,19,20,,104433,metal transporter CNNM4-like OS=Trichoplusia ni OX=7111 GN=LOC113505583 PE=3 SV=1
128,430,A0A7E5WKA8,266.41,70,70,5.3155E7,15,13,17,Carbamidomethylation,21637,ras-like GTP-binding protein Rho1 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113503427 PE=4 SV=1
128,431,A0A7E5WLI6,266.41,69,69,5.3155E7,15,13,17,Carbamidomethylation,22150,ras-like GTP-binding protein Rho1 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113503427 PE=4 SV=1
128,432,A0A7E5WKI6,266.41,66,66,5.3155E7,15,13,17,Carbamidomethylation,23008,ras-like GTP-binding protein Rho1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113503427 PE=4 SV=1
95,216,A0A7E5W0C1,265.88,23,23,1.6001E7,20,20,20,Carbamidomethylation,127421,Calcium-transporting ATPase OS=Trichoplusia ni OX=7111 GN=LOC113498289 PE=3 SV=1
81,219,A0A7E5VRL3,265.66,60,60,3.8974E7,21,21,22,Carbamidomethylation,37206,guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Trichoplusia ni OX=7111 GN=LOC113496053 PE=3 SV=1
162,159487,P17499.1,265.24,43,43,3.8219E7,12,12,14,Carbamidomethylation,38951,RecName: Full=Major capsid protein
130,97,A0A7E5WIQ6,264.83,44,44,1.1071E8,16,16,17,Carbamidomethylation,63082,Asparagine--tRNA ligase OS=Trichoplusia ni OX=7111 GN=LOC113503013 PE=4 SV=1
122,264,A0A7E5VD52,264.83,43,43,1.8002E7,18,18,18,Carbamidomethylation,55233,V-type proton ATPase subunit H OS=Trichoplusia ni OX=7111 GN=LOC113492751 PE=3 SV=1
122,218,A0A7E5VD94,264.83,43,43,1.8002E7,18,18,18,Carbamidomethylation,55015,V-type proton ATPase subunit H OS=Trichoplusia ni OX=7111 GN=LOC113492751 PE=3 SV=1
111,343,A0A7E5WXF7,264.70,32,32,2.6348E5,17,1,18,Carbamidomethylation,87528,LOW QUALITY PROTEIN: importin-5-like OS=Trichoplusia ni OX=7111 GN=LOC113506199 PE=4 SV=1
109,249,A0A7E5VBV1,262.21,43,43,1.5149E7,17,17,19,,68043,Alpha-glucosidase OS=Trichoplusia ni OX=7111 GN=LOC113492491 PE=4 SV=1
69,175,A0A7E5VGL3,261.84,38,38,1.6601E7,24,24,24,Carbamidomethylation,99814,AP complex subunit beta OS=Trichoplusia ni OX=7111 GN=LOC113493578 PE=3 SV=1
103,152,A0A7E5X189,260.85,15,15,5.5089E6,19,19,19,Carbamidomethylation,201796,Non-specific serine/threonine protein kinase OS=Trichoplusia ni OX=7111 GN=LOC113507599 PE=3 SV=1
103,153,A0A7E5WZD4,260.85,15,15,5.5089E6,19,19,19,Carbamidomethylation,202098,Non-specific serine/threonine protein kinase OS=Trichoplusia ni OX=7111 GN=LOC113507599 PE=3 SV=1
103,156,A0A7E5WZE3,260.85,15,15,5.5089E6,19,19,19,Carbamidomethylation,200108,Non-specific serine/threonine protein kinase OS=Trichoplusia ni OX=7111 GN=LOC113507599 PE=3 SV=1
103,154,A0A7E5X1G4,260.85,15,15,5.5089E6,19,19,19,Carbamidomethylation,200483,Non-specific serine/threonine protein kinase OS=Trichoplusia ni OX=7111 GN=LOC113507599 PE=3 SV=1
103,157,A0A7E5X0P4,260.85,15,15,5.5089E6,19,19,19,Carbamidomethylation,200939,Non-specific serine/threonine protein kinase OS=Trichoplusia ni OX=7111 GN=LOC113507599 PE=3 SV=1
103,155,A0A7E5WZD8,260.85,15,15,5.5089E6,19,19,19,Carbamidomethylation,201642,Non-specific serine/threonine protein kinase OS=Trichoplusia ni OX=7111 GN=LOC113507599 PE=3 SV=1
