Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 14,Area Sample 14,#Peptides,#Unique,#Spec Sample 14,PTM,Avg. Mass,Description
12,239,A0A7E5X115,223.70,43,43,,21,0,34,Carbamidomethylation; Oxidation (M),49927,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113507665 PE=3 SV=1
30,189,A0A7E5VFQ6,222.18,34,34,7.9435E6,23,23,23,Carbamidomethylation,92158,programmed cell death 6-interacting protein OS=Trichoplusia ni OX=7111 GN=LOC113493341 PE=4 SV=1
36,159481,Q03209.2,220.13,39,39,1.3895E7,18,18,19,,60714,RecName: Full=Protein P78/83
26,38,A0A7E5VRS4,218.47,51,51,6.9969E6,24,24,24,Carbamidomethylation,68092,H(+)-transporting two-sector ATPase OS=Trichoplusia ni OX=7111 GN=LOC113496116 PE=3 SV=1
49,663,A0A7E5VDX7,216.36,59,59,2.3954E7,15,15,15,Carbamidomethylation,33989,60S acidic ribosomal protein P0 OS=Trichoplusia ni OX=7111 GN=LOC113492956 PE=3 SV=1
23,159486,Q00733.1,215.41,43,43,1.848E7,25,25,26,Carbamidomethylation,79879,RecName: Full=Capsid-associated protein VP80
35,171,A0A7E5WEX8,209.80,49,49,,19,0,19,Carbamidomethylation,41803,actin  muscle-type A2 OS=Trichoplusia ni OX=7111 GN=LOC113501708 PE=3 SV=1
59,165965,P18569.1,209.34,33,33,6.4927E6,13,13,13,,57033,RecName: Full=Ecdysteroid UDP-glucosyltransferase; Flags: Precursor
11,45,A0A7E5VAS2,208.03,23,23,4.1243E6,34,34,34,Carbamidomethylation,225303,myosin heavy chain  non-muscle isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492215 PE=3 SV=1
44,60,A0A7E5WP28,207.46,42,42,2.5904E6,17,17,17,Carbamidomethylation,58958,CCT-epsilon OS=Trichoplusia ni OX=7111 GN=LOC113504153 PE=3 SV=1
37,190,A0A7E5VQ25,203.80,48,48,,19,0,19,Carbamidomethylation,41777,actin  muscle OS=Trichoplusia ni OX=7111 GN=LOC113495705 PE=3 SV=1
50,165966,P11042.2,200.39,53,53,1.7309E7,13,13,15,Carbamidomethylation,31282,RecName: Full=Protein pp31; AltName: Full=PP31
41,210,A0A7E5W5W9,195.87,63,63,8.0272E6,17,17,18,Carbamidomethylation,35793,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113499683 PE=3 SV=1
53,36,A0A7E5VWF1,194.63,13,13,5.8331E5,14,9,14,Carbamidomethylation,169011,multidrug resistance-associated protein 1 OS=Trichoplusia ni OX=7111 GN=LOC113497341 PE=3 SV=1
81,44,A0A7E5W4D4,191.67,35,35,1.5348E6,10,10,10,,46854,2-phospho-D-glycerate hydro-lyase OS=Trichoplusia ni OX=7111 GN=LOC113499004 PE=3 SV=1
40,329,A0A7E5X5Y1,191.00,44,44,7.0718E5,16,4,18,Oxidation (M),50710,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113508948 PE=3 SV=1
56,397,A0A7E5WAQ5,190.39,63,63,2.9206E7,11,11,13,Carbamidomethylation,17757,Peptidyl-prolyl cis-trans isomerase OS=Trichoplusia ni OX=7111 GN=LOC113500627 PE=3 SV=1
64,270,A0A7E5VVN0,189.92,35,35,2.3145E6,12,12,12,Carbamidomethylation,56969,T-complex protein 1 subunit delta OS=Trichoplusia ni OX=7111 GN=LOC113497142 PE=3 SV=1
76,159482,P32651.2,189.73,46,46,2.9465E6,11,11,11,Carbamidomethylation,45382,RecName: Full=Structural glycoprotein gp41
52,159489,P41473.1,188.99,51,51,2.3945E7,14,14,15,Carbamidomethylation,30567,RecName: Full=Uncharacterized 30.6 kDa protein in IAP2-VLF1 intergenic region
55,159491,P25695.2,188.54,51,51,1.0676E7,13,13,14,Carbamidomethylation,41538,RecName: Full=Protein C42; Short=C42; AltName: Full=P40
25,32,A0A7E5W0P0,188.43,14,14,1.3085E6,24,24,24,Carbamidomethylation,256130,fatty acid synthase isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113498344 PE=4 SV=1
32,49,A0A7E5VVP8,186.90,21,21,6.0049E6,20,20,20,Carbamidomethylation,145632,NPC intracellular cholesterol transporter 1 isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
32,47,A0A7E5VWC1,186.90,21,21,6.0049E6,20,20,20,Carbamidomethylation,144927,NPC intracellular cholesterol transporter 1 isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
32,51,A0A7E5VVQ8,186.90,21,21,6.0049E6,20,20,20,Carbamidomethylation,145869,NPC intracellular cholesterol transporter 1 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
32,50,A0A7E5VVQ3,186.90,21,21,6.0049E6,20,20,20,Carbamidomethylation,145590,NPC intracellular cholesterol transporter 1 isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
32,48,A0A7E5VWB4,186.90,20,20,6.0049E6,20,20,20,Carbamidomethylation,147668,NPC intracellular cholesterol transporter 1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
38,58,A0A7E5VTZ8,186.64,33,33,4.5253E6,18,18,18,Carbamidomethylation,80438,protein hu-li tai shao isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
38,59,A0A7E5VTZ6,186.64,30,30,4.5253E6,18,18,18,Carbamidomethylation,89312,protein hu-li tai shao isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
38,61,A0A7E5VU26,186.64,30,30,4.5253E6,18,18,18,Carbamidomethylation,88354,protein hu-li tai shao isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
57,159502,P41667.1,184.54,38,38,5.479E6,12,12,13,Carbamidomethylation,49293,RecName: Full=Protein ORF114
67,222,A0A7E5WJF7,184.33,53,53,1.1405E7,11,9,12,Carbamidomethylation; Oxidation (M),29774,14-3-3 protein epsilon OS=Trichoplusia ni OX=7111 GN=LOC113503197 PE=3 SV=1
78,909,A0A7E5VDW5,182.95,88,88,3.2167E7,8,8,11,Carbamidomethylation; Oxidation (M),11337,60S acidic ribosomal protein P1 OS=Trichoplusia ni OX=7111 GN=LOC113492912 PE=3 SV=1
74,377,A0A7E5W5K0,182.74,56,56,1.0059E7,11,11,11,,25240,charged multivesicular body protein 4b OS=Trichoplusia ni OX=7111 GN=LOC113499278 PE=3 SV=1
42,859,A0A7E5WK01,181.51,23,23,2.0372E6,17,17,17,Carbamidomethylation,102112,Eukaryotic translation initiation factor 3 subunit C OS=Trichoplusia ni OX=7111 GN=LOC113503061 PE=3 SV=1
66,268,A0A7E5VVM4,180.91,60,60,5.0398E6,12,10,12,,34885,uncharacterized protein LOC113497167 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113497167 PE=4 SV=1
51,39,A0A7E5W0E1,177.97,32,32,2.597E6,15,15,15,Carbamidomethylation,59207,CCT-theta OS=Trichoplusia ni OX=7111 GN=LOC113498305 PE=3 SV=1
33,159479,P08161.2,175.87,34,34,2.2266E6,20,20,20,Carbamidomethylation,94540,RecName: Full=Early 94 kDa protein
48,7212,A0A7E5VBG0,175.70,38,38,1.7272E7,14,14,15,Carbamidomethylation,57541,H/ACA ribonucleoprotein complex subunit 4-like OS=Trichoplusia ni OX=7111 GN=LOC113492352 PE=3 SV=1
101,159497,P41483.1,175.03,43,43,2.3043E7,9,9,9,,25526,RecName: Full=Virus envelope protein E25; Short=Protein E25; AltName: Full=Virus envelope protein AC94
73,56,A0A7E5X1U5,174.87,35,35,1.354E6,11,11,11,Carbamidomethylation,57862,CCT-beta OS=Trichoplusia ni OX=7111 GN=LOC113508363 PE=3 SV=1
109,159505,P24656.2,173.62,70,70,4.5188E6,9,9,9,Carbamidomethylation,19288,RecName: Full=Tyrosine-protein phosphatase; AltName: Full=BVP
117,108,A0A7E5WXB4,171.04,28,28,1.6648E6,9,9,9,,49868,Rab GDP dissociation inhibitor OS=Trichoplusia ni OX=7111 GN=LOC113506161 PE=3 SV=1
90,355,A0A7E5VPJ4,168.60,65,65,6.0524E6,9,9,10,Carbamidomethylation,26356,uncharacterized protein LOC113495595 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113495595 PE=3 SV=1
90,356,A0A7E5VPD6,168.60,59,59,6.0524E6,9,9,10,Carbamidomethylation,29199,uncharacterized protein LOC113495595 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113495595 PE=1 SV=1
60,97,A0A7E5WIQ6,167.75,38,38,2.7524E6,13,13,13,Carbamidomethylation,63082,Asparagine--tRNA ligase OS=Trichoplusia ni OX=7111 GN=LOC113503013 PE=4 SV=1
65,86,A0A7E5X3W7,167.56,19,19,1.7968E6,12,12,12,Carbamidomethylation,90950,97 kDa heat shock protein isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
65,87,A0A7E5X1P0,167.56,19,19,1.7968E6,12,12,12,Carbamidomethylation,93211,97 kDa heat shock protein isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
65,88,A0A7E5X348,167.56,18,18,1.7968E6,12,12,12,Carbamidomethylation,94012,97 kDa heat shock protein isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
128,437,A0A7E5WRI5,166.21,66,66,9.984E6,8,8,8,Carbamidomethylation,16995,cofilin/actin-depolymerizing factor homolog OS=Trichoplusia ni OX=7111 GN=LOC113505085 PE=3 SV=1
45,2897,A0A7E5VG57,165.81,20,20,2.2232E6,16,16,16,Carbamidomethylation,116724,RING-type E3 ubiquitin transferase OS=Trichoplusia ni OX=7111 GN=LOC113493467 PE=4 SV=1
115,301,A0A7E5VWQ0,165.51,55,55,8.9242E6,9,9,9,,23252,glutathione S-transferase 2-like OS=Trichoplusia ni OX=7111 GN=LOC113497263 PE=4 SV=1
83,854,A0A7E5WJL7,165.45,89,89,3.7881E7,8,8,10,Oxidation (M),11450,60S acidic ribosomal protein P2 OS=Trichoplusia ni OX=7111 GN=LOC113502816 PE=3 SV=1
62,636,A0A7E5VNH5,164.98,47,47,7.9151E6,13,13,13,Carbamidomethylation,29524,40S ribosomal protein S4 OS=Trichoplusia ni OX=7111 GN=LOC113495374 PE=3 SV=1
155,650,A0A7E5VIY2,164.17,50,50,3.4854E6,7,7,7,,21939,40S ribosomal protein S7 OS=Trichoplusia ni OX=7111 GN=LOC113494209 PE=3 SV=1
61,160,A0A7E5WZQ1,161.84,29,29,2.022E6,13,13,13,Carbamidomethylation,58904,T-complex protein 1 subunit eta OS=Trichoplusia ni OX=7111 GN=LOC113507248 PE=3 SV=1
86,330,A0A7E5WRJ3,160.57,32,32,8.2077E5,10,9,10,Carbamidomethylation,47683,26S proteasome regulatory subunit 6A-B OS=Trichoplusia ni OX=7111 GN=LOC113504711 PE=3 SV=1
122,358,A0A7E5VT04,158.78,33,33,6.9171E6,7,5,8,Oxidation (M),28073,14-3-3 protein zeta isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113496323 PE=3 SV=1
47,62,A0A7E5WTZ2,158.32,17,17,1.1766E6,15,15,15,Carbamidomethylation,120036,ATP-citrate synthase OS=Trichoplusia ni OX=7111 GN=LOC113505697 PE=3 SV=1
110,403,A0A7E5WGZ8,156.78,43,43,4.1114E6,9,9,9,,41812,IST1 homolog OS=Trichoplusia ni OX=7111 GN=LOC113502319 PE=3 SV=1
43,159484,P41700.1,156.13,36,36,6.7573E6,17,17,17,Carbamidomethylation,55417,RecName: Full=Protein AC142
95,230,A0A7E5WJF2,154.85,28,28,1.9268E6,9,9,10,Carbamidomethylation,61209,esterase B1-like OS=Trichoplusia ni OX=7111 GN=LOC113502887 PE=4 SV=1
157,357,A0A7E5W8U8,154.79,26,26,1.0318E6,7,7,7,Carbamidomethylation,45282,dnaJ homolog subfamily A member 1 OS=Trichoplusia ni OX=7111 GN=LOC113500490 PE=3 SV=1
136,508,A0A7E5W030,154.00,12,12,7.7423E6,8,8,8,,78686,protein LSM14 homolog A OS=Trichoplusia ni OX=7111 GN=LOC113498215 PE=3 SV=1
133,159520,P24730.1,152.49,52,52,2.7317E6,8,8,8,,25136,RecName: Full=Protein Ac132
107,248,A0A7E5VQC0,152.16,31,31,2.4182E6,9,9,9,Carbamidomethylation,42924,failed axon connections OS=Trichoplusia ni OX=7111 GN=LOC113495770 PE=3 SV=1
166,159496,P69037.1,152.15,41,41,1.6541E7,7,7,7,,25228,RecName: Full=Protein FP25; AltName: Full=25 kDa protein
91,20158,A0A7E5VSL1,151.96,39,39,6.0988E6,10,10,10,Carbamidomethylation,27873,Ribosome assembly factor mrt4 OS=Trichoplusia ni OX=7111 GN=LOC113496324 PE=3 SV=1
71,250,A0A7E5VG31,151.77,37,37,2.1993E6,11,11,11,Carbamidomethylation,47662,RNA helicase OS=Trichoplusia ni OX=7111 GN=LOC113493456 PE=3 SV=1
94,159485,Q00732.2,150.47,32,32,3.3734E6,10,10,10,Carbamidomethylation,45313,RecName: Full=p48 protein; AltName: Full=p45 protein
88,646,A0A7E5VDT0,148.47,42,42,9.171E6,8,8,10,Carbamidomethylation,24607,60S ribosomal protein L10a OS=Trichoplusia ni OX=7111 GN=LOC113492909 PE=3 SV=1
70,6817,A0A7E5WI97,147.68,10,10,1.7192E6,11,11,11,,138001,Eukaryotic translation initiation factor 3 subunit A OS=Trichoplusia ni OX=7111 GN=LOC113502878 PE=3 SV=1
70,6819,A0A7E5WI27,147.68,10,10,1.7192E6,11,11,11,,138375,Eukaryotic translation initiation factor 3 subunit A OS=Trichoplusia ni OX=7111 GN=LOC113502878 PE=3 SV=1
70,6818,A0A7E5WJV8,147.68,10,10,1.7192E6,11,11,11,,138088,Eukaryotic translation initiation factor 3 subunit A OS=Trichoplusia ni OX=7111 GN=LOC113502878 PE=3 SV=1
130,905,A0A7E5WU94,147.52,32,32,9.5407E6,7,7,8,,24091,Ribosomal protein L15 OS=Trichoplusia ni OX=7111 GN=LOC113505787 PE=3 SV=1
121,159492,P41662.1,146.47,24,24,2.3533E6,7,7,8,Carbamidomethylation,44803,RecName: Full=Protein AC109
206,682,A0A7E5VG37,144.08,65,65,3.8623E6,6,6,6,,13731,Profilin OS=Trichoplusia ni OX=7111 GN=LOC113493455 PE=3 SV=1
39,217,A0A7E5VBZ4,142.95,20,20,2.347E6,18,18,18,,102426,Dynamin GTPase OS=Trichoplusia ni OX=7111 GN=LOC113492527 PE=3 SV=1
68,173,A0A7E5VSE4,142.83,33,33,2.0335E6,11,11,12,Carbamidomethylation,48111,elongation factor 1-gamma OS=Trichoplusia ni OX=7111 GN=LOC113496222 PE=4 SV=1
211,986,A0A7E5WIS6,142.81,27,27,1.4852E6,6,6,6,Carbamidomethylation,29232,Apolipoprotein D OS=Trichoplusia ni OX=7111 GN=LOC113503014 PE=4 SV=1
97,159494,P41702.1,142.75,37,37,1.0052E7,10,10,10,Carbamidomethylation,33528,RecName: Full=Occlusion-derived virus envelope protein E27; Short=ODV-E27
124,283,A0A7E5W697,141.77,24,24,2.1479E6,8,8,8,Carbamidomethylation,43282,nucleosome assembly protein 1-like 1 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113499831 PE=3 SV=1
124,285,A0A7E5W7I0,141.77,23,23,2.1479E6,8,8,8,Carbamidomethylation,45602,nucleosome assembly protein 1-like 1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113499831 PE=3 SV=1
137,442,A0A7E5VH37,141.72,49,49,1.8238E6,8,7,8,Carbamidomethylation,21638,GTPase HRas OS=Trichoplusia ni OX=7111 GN=LOC113493805 PE=4 SV=1
180,176,A0A7E5VWE8,140.67,5,5,1.9846E4,6,1,6,Carbamidomethylation,170623,multidrug resistance-associated protein 1-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113497342 PE=3 SV=1
180,177,A0A7E5VWF3,140.67,5,5,1.9846E4,6,1,6,Carbamidomethylation,170710,multidrug resistance-associated protein 1-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113497342 PE=3 SV=1
244,692,A0A7E5VJW1,140.66,33,33,1.3416E6,5,5,5,Carbamidomethylation,24427,vacuolar protein sorting-associated protein 37C OS=Trichoplusia ni OX=7111 GN=LOC113494446 PE=3 SV=1
141,462,A0A7E5W1N8,140.34,29,29,9.5226E5,8,8,8,,42862,interferon-inducible double-stranded RNA-dependent protein kinase activator A homolog isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113498572 PE=4 SV=1
96,237,A0A7E5X2K8,139.27,24,24,2.9807E6,10,10,10,Carbamidomethylation,64151,Sorting nexin OS=Trichoplusia ni OX=7111 GN=LOC113508528 PE=3 SV=1
227,699,A0A7E5WWT5,137.78,31,31,6.0504E6,5,5,5,Carbamidomethylation,25387,Tetraspanin OS=Trichoplusia ni OX=7111 GN=LOC113506671 PE=3 SV=1
227,700,A0A7E5WXS0,137.78,30,30,6.0504E6,5,5,5,Carbamidomethylation,25559,Tetraspanin OS=Trichoplusia ni OX=7111 GN=LOC113506671 PE=3 SV=1
142,110,A0A7E5WFM8,137.76,11,11,2.1577E6,7,7,7,,92805,perilipin-4-like isoform X27 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,114,A0A7E5WFN1,137.76,10,10,2.1577E6,7,7,7,,96079,perilipin-4-like isoform X24 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,118,A0A7E5WFN3,137.76,10,10,2.1577E6,7,7,7,,96088,perilipin-4-like isoform X25 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,116,A0A7E5WFM4,137.76,10,10,2.1577E6,7,7,7,,99272,perilipin-4-like isoform X23 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,117,A0A7E5WGG6,137.76,10,10,2.1577E6,7,7,7,,99292,perilipin-4-like isoform X22 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,115,A0A7E5WH50,137.76,9,9,2.1577E6,7,7,7,,111078,perilipin-4-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,119,A0A7E5WFM9,137.76,10,10,2.1577E6,7,7,7,,102080,perilipin-4-like isoform X20 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,120,A0A7E5WFM0,137.76,10,10,2.1577E6,7,7,7,,102607,perilipin-4-like isoform X18 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,121,A0A7E5WFM5,137.76,10,10,2.1577E6,7,7,7,,102576,perilipin-4-like isoform X19 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,122,A0A7E5WFM2,137.76,9,9,2.1577E6,7,7,7,,105292,perilipin-4-like isoform X14 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,134,A0A7E5WH65,137.76,9,9,2.1577E6,7,7,7,,105360,perilipin-4-like isoform X16 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,123,A0A7E5WFM3,137.76,9,9,2.1577E6,7,7,7,,105384,perilipin-4-like isoform X15 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,135,A0A7E5WGG0,137.76,9,9,2.1577E6,7,7,7,,105369,perilipin-4-like isoform X17 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,124,A0A7E5WGF4,137.76,9,9,2.1577E6,7,7,7,,105892,perilipin-4-like isoform X12 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,131,A0A7E5WFL4,137.76,9,9,2.1577E6,7,7,7,,105935,perilipin-4-like isoform X13 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,113,A0A7E5WFN5,137.76,11,11,2.1577E6,7,7,7,,90031,perilipin-4-like isoform X28 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,125,A0A7E5WGE9,137.76,9,9,2.1577E6,7,7,7,,108597,perilipin-4-like isoform X8 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,136,A0A7E5WH60,137.76,9,9,2.1577E6,7,7,7,,108673,perilipin-4-like isoform X11 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,126,A0A7E5WFL7,137.76,9,9,2.1577E6,7,7,7,,108537,perilipin-4-like isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,127,A0A7E5WFK5,137.76,9,9,2.1577E6,7,7,7,,108608,perilipin-4-like isoform X9 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,133,A0A7E5WFL8,137.76,9,9,2.1577E6,7,7,7,,108616,perilipin-4-like isoform X10 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,128,A0A7E5WFK2,137.76,9,9,2.1577E6,7,7,7,,109139,perilipin-4-like isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,129,A0A7E5WFK8,137.76,9,9,2.1577E6,7,7,7,,109105,perilipin-4-like isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
142,130,A0A7E5WGE4,137.76,9,9,2.1577E6,7,7,7,,108751,perilipin-4-like isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
