Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 3,Area Sample 3,#Peptides,#Unique,#Spec Sample 3,PTM,Avg. Mass,Description
17,45,A0A7E5VAS2,400.36,34,34,9.1954E7,50,50,52,Carbamidomethylation,225303,myosin heavy chain  non-muscle isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492215 PE=3 SV=1
23,35,A0A7E5W6G7,399.50,76,76,4.6697E8,44,44,46,Carbamidomethylation,66724,transketolase-like protein 2 OS=Trichoplusia ni OX=7111 GN=LOC113499721 PE=4 SV=1
14,26,A0A7E5VHF4,399.27,45,45,1.1072E8,58,58,59,Carbamidomethylation,192298,Clathrin heavy chain OS=Trichoplusia ni OX=7111 GN=LOC113493842 PE=3 SV=1
14,25,A0A7E5VH70,399.27,45,45,1.1072E8,58,58,59,Carbamidomethylation,192369,Clathrin heavy chain OS=Trichoplusia ni OX=7111 GN=LOC113493842 PE=3 SV=1
16,55,A9XXA7,399.03,63,63,1.9046E9,39,39,55,Carbamidomethylation; Oxidation (M),50363,Elongation factor 1-alpha OS=Trichoplusia ni OX=7111 GN=LOC113501794 PE=2 SV=1
11,53,A0A7E5VJV7,392.88,81,81,5.0826E7,44,5,65,Carbamidomethylation; Oxidation (M),50214,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113494444 PE=3 SV=1
25,36,A0A7E5VWF1,391.44,41,41,1.2665E8,43,28,46,Carbamidomethylation,169011,multidrug resistance-associated protein 1 OS=Trichoplusia ni OX=7111 GN=LOC113497341 PE=3 SV=1
10,2373,A0A7E5WRW0,390.80,35,35,6.8826E7,67,67,67,Carbamidomethylation,299290,eIF-2-alpha kinase activator GCN1 OS=Trichoplusia ni OX=7111 GN=LOC113504678 PE=3 SV=1
9,103,A0A7E5W6Y6,390.25,30,30,6.6959E7,68,68,69,Carbamidomethylation,324715,talin-1 isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113499982 PE=4 SV=1
9,104,A0A7E5W6Z0,390.25,26,26,6.6959E7,68,68,69,Carbamidomethylation,392746,talin-1 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113499982 PE=4 SV=1
9,105,A0A7E5W6Y1,390.25,25,25,6.6959E7,68,68,69,Carbamidomethylation,394014,talin-1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113499982 PE=4 SV=1
28,44,A0A7E5W4D4,389.28,81,81,8.5516E8,34,34,44,Carbamidomethylation,46854,2-phospho-D-glycerate hydro-lyase OS=Trichoplusia ni OX=7111 GN=LOC113499004 PE=3 SV=1
27,27,A0A2H4WW89,387.49,87,87,1.4515E9,38,38,45,Carbamidomethylation; Oxidation (M),49937,Tubulin alpha chain OS=Trichoplusia ni OX=7111 GN=LOC113498276 PE=2 SV=1
20,1,A0A7E5WY23,385.99,67,67,9.8137E8,41,37,48,Carbamidomethylation,71637,Heat shock protein 70 OS=Trichoplusia ni OX=7111 GN=LOC113506423 PE=2 SV=1
37,98,A0A7E5WEQ8,383.49,56,56,9.6747E7,38,38,39,Carbamidomethylation,117168,Ubiquitin-activating enzyme E1 OS=Trichoplusia ni OX=7111 GN=LOC113501820 PE=3 SV=1
34,38,A0A7E5VRS4,382.89,74,74,4.1504E8,39,39,41,Carbamidomethylation,68092,H(+)-transporting two-sector ATPase OS=Trichoplusia ni OX=7111 GN=LOC113496116 PE=3 SV=1
12,54,A0A7E5VK44,379.67,81,81,1.7962E6,42,3,63,Carbamidomethylation; Oxidation (M),50419,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113494443 PE=3 SV=1
33,42,A0A7E5VGG8,379.22,38,38,1.0685E8,41,40,42,Carbamidomethylation,155126,multidrug resistance-associated protein 4-like OS=Trichoplusia ni OX=7111 GN=LOC113493562 PE=4 SV=1
24,14,A0A7E5VSK5,378.46,59,59,8.7128E8,40,39,46,Carbamidomethylation; Oxidation (M),83201,Heat shock protein 83 OS=Trichoplusia ni OX=7111 GN=LOC113496266 PE=3 SV=1
32,66,A0A7E5X081,377.70,24,24,5.1502E7,43,43,43,Carbamidomethylation,311501,papilin-like isoform X8 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
32,63,A0A7E5WY97,377.70,24,24,5.1502E7,43,43,43,Carbamidomethylation,317896,papilin-like isoform X7 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
32,70,A0A7E5WZF7,377.70,23,23,5.1502E7,43,43,43,Carbamidomethylation,326780,papilin-like isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
32,64,A0A7E5X039,377.70,23,23,5.1502E7,43,43,43,Carbamidomethylation,327492,papilin-like isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
32,67,A0A7E5WY90,377.70,23,23,5.1502E7,43,43,43,Carbamidomethylation,331573,papilin-like isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
32,69,A0A7E5WY94,377.70,23,23,5.1502E7,43,43,43,Carbamidomethylation,327749,papilin-like isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
32,65,A0A7E5WZF1,377.70,23,23,5.1502E7,43,43,43,Carbamidomethylation,333759,papilin-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
32,71,A0A7E5WY89,377.70,23,23,5.1502E7,43,43,43,Carbamidomethylation,333887,papilin-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113507179 PE=4 SV=1
43,159477,P41428.1,365.23,50,50,4.2553E8,33,33,35,Carbamidomethylation,79857,RecName: Full=Protein AC23; AltName: Full=ORF 9; Flags: Precursor
41,29,A0A7E5WMD6,365.20,68,68,9.94E8,34,34,36,Carbamidomethylation,51395,synaptic vesicle membrane protein VAT-1 homolog-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113503902 PE=3 SV=1
45,388,A0A7E5VJE9,362.55,71,71,2.5207E8,31,31,34,Carbamidomethylation,61694,Glucose-6-phosphate isomerase OS=Trichoplusia ni OX=7111 GN=LOC113494316 PE=3 SV=1
89,159480,Q00704.2,357.93,54,54,1.2119E8,24,24,25,Carbamidomethylation,79075,RecName: Full=Non-sulfated chondroitin lyase E66; Short=ODV-E66; Flags: Precursor
26,62,A0A7E5WTZ2,355.76,49,49,1.2005E8,44,44,45,Carbamidomethylation,120036,ATP-citrate synthase OS=Trichoplusia ni OX=7111 GN=LOC113505697 PE=3 SV=1
8,397,A0A7E5WAQ5,355.70,72,72,4.5697E9,32,31,81,Carbamidomethylation; Oxidation (M),17757,Peptidyl-prolyl cis-trans isomerase OS=Trichoplusia ni OX=7111 GN=LOC113500627 PE=3 SV=1
39,810,A0A7E5VNS0,355.38,46,46,7.7514E7,37,37,38,Carbamidomethylation,138021,Coatomer subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113495443 PE=4 SV=1
21,159478,P17501.2,355.35,47,47,1.6701E9,31,31,48,Carbamidomethylation; Oxidation (M),58567,RecName: Full=Major envelope glycoprotein; AltName: Full=gp64; Flags: Precursor
44,100,A0A7E5VDK5,354.97,44,44,2.7423E7,35,13,35,Carbamidomethylation,123382,LOW QUALITY PROTEIN: importin-5-like OS=Trichoplusia ni OX=7111 GN=LOC113492859 PE=4 SV=1
22,34,A0A451FUM5,353.96,71,71,1.2735E8,33,3,47,Carbamidomethylation; Oxidation (M),41822,Actin OS=Trichoplusia ni OX=7111 GN=LOC113507353 PE=2 SV=1
19,169,A0A7E5VE36,353.62,61,61,,33,0,50,Carbamidomethylation; Oxidation (M),49568,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113492972 PE=3 SV=1
72,3,A0A7E5VKR1,350.43,68,68,2.8224E8,25,25,28,Carbamidomethylation,55154,Vacuolar proton pump subunit B OS=Trichoplusia ni OX=7111 GN=LOC113494681 PE=3 SV=1
65,73,A0A7E5WC28,349.80,57,57,1.1942E8,28,28,29,Carbamidomethylation,67863,Moesin/ezrin/radixin homolog 1 OS=Trichoplusia ni OX=7111 GN=LOC113501302 PE=4 SV=1
65,72,A0A7E5WBX9,349.80,57,57,1.1942E8,28,28,29,Carbamidomethylation,67635,Moesin/ezrin/radixin homolog 1 OS=Trichoplusia ni OX=7111 GN=LOC113501302 PE=4 SV=1
65,74,A0A7E5WBV4,349.80,55,55,1.1942E8,28,28,29,Carbamidomethylation,69517,Moesin/ezrin/radixin homolog 1 OS=Trichoplusia ni OX=7111 GN=LOC113501302 PE=4 SV=1
31,75,A0A7E5VAA8,347.93,49,49,1.5601E8,41,41,43,Carbamidomethylation,121006,lethal(2) giant larvae protein isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113492109 PE=3 SV=1
31,76,A0A7E5VAA9,347.93,48,48,1.5601E8,41,41,43,Carbamidomethylation,121422,lethal(2) giant larvae protein isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492109 PE=3 SV=1
42,159479,P08161.2,346.95,57,57,1.3819E8,33,33,36,Carbamidomethylation,94540,RecName: Full=Early 94 kDa protein
29,37,G0ZL66,341.22,71,71,2.7016E7,31,1,44,Carbamidomethylation; Oxidation (M),41833,Actin OS=Trichoplusia ni OX=7111 GN=LOC113506179 PE=2 SV=1
92,159487,P17499.1,340.32,70,70,8.5285E8,25,25,25,Carbamidomethylation,38951,RecName: Full=Major capsid protein
62,882,A0A7E5W4C9,337.47,46,46,4.3291E7,30,30,30,Carbamidomethylation,101496,26S proteasome non-ATPase regulatory subunit 2 OS=Trichoplusia ni OX=7111 GN=LOC113499000 PE=3 SV=1
35,239,A0A7E5X115,336.29,50,50,,27,0,41,Carbamidomethylation; Oxidation (M),49927,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113507665 PE=3 SV=1
80,150,A0A7E5WVI5,335.71,38,38,9.1947E7,25,25,27,Carbamidomethylation,104433,metal transporter CNNM4-like OS=Trichoplusia ni OX=7111 GN=LOC113505583 PE=3 SV=1
93,210,A0A7E5W5W9,335.68,70,70,1.6541E7,24,4,25,Carbamidomethylation,35793,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113499683 PE=3 SV=1
97,159482,P32651.2,334.44,54,54,1.593E8,20,20,24,Carbamidomethylation,45382,RecName: Full=Structural glycoprotein gp41
48,1074,A0A7E5VPM3,333.63,23,23,4.1771E7,31,31,33,Carbamidomethylation,192848,eukaryotic translation initiation factor 4 gamma 3 isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113495640 PE=3 SV=1
48,1075,A0A7E5VPQ5,333.63,22,22,4.1771E7,31,31,33,Carbamidomethylation,199199,eukaryotic translation initiation factor 4 gamma 3 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113495640 PE=3 SV=1
48,1077,A0A7E5VPR5,333.63,22,22,4.1771E7,31,31,33,Carbamidomethylation,201537,eukaryotic translation initiation factor 4 gamma 3 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113495640 PE=3 SV=1
54,56,A0A7E5X1U5,332.33,62,62,9.5009E7,26,26,31,Carbamidomethylation,57862,CCT-beta OS=Trichoplusia ni OX=7111 GN=LOC113508363 PE=3 SV=1
63,175,A0A7E5VGL3,332.25,53,53,5.8182E7,30,30,30,Carbamidomethylation,99814,AP complex subunit beta OS=Trichoplusia ni OX=7111 GN=LOC113493578 PE=3 SV=1
50,140,A0A7E5W2L2,332.08,39,39,5.5659E7,33,33,33,Carbamidomethylation,114563,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
50,138,A0A7E5W2V2,332.08,39,39,5.5659E7,33,33,33,Carbamidomethylation,114444,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
50,139,A0A7E5W3J5,332.08,39,39,5.5659E7,33,33,33,Carbamidomethylation,114578,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
50,141,A0A7E5W2J4,332.08,39,39,5.5659E7,33,33,33,Carbamidomethylation,115108,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
50,142,A0A7E5W2U8,332.08,39,39,5.5659E7,33,33,33,Carbamidomethylation,114989,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
50,143,A0A7E5W2I9,332.08,39,39,5.5659E7,33,33,33,Carbamidomethylation,115161,Sodium/potassium-transporting ATPase subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498884 PE=3 SV=1
132,268,A0A7E5VVM4,331.55,76,76,1.9561E8,20,17,21,,34885,uncharacterized protein LOC113497167 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113497167 PE=4 SV=1
73,3566,A0A7E5VL02,330.26,42,42,4.1156E7,26,26,27,Carbamidomethylation,85488,Aconitate hydratase  mitochondrial OS=Trichoplusia ni OX=7111 GN=LOC113494725 PE=3 SV=1
94,60,A0A7E5WP28,329.22,53,53,1.2416E8,23,23,24,Carbamidomethylation,58958,CCT-epsilon OS=Trichoplusia ni OX=7111 GN=LOC113504153 PE=3 SV=1
46,49,A0A7E5VVP8,328.81,30,30,2.6659E8,33,33,34,Carbamidomethylation,145632,NPC intracellular cholesterol transporter 1 isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
46,50,A0A7E5VVQ3,328.81,30,30,2.6659E8,33,33,34,Carbamidomethylation,145590,NPC intracellular cholesterol transporter 1 isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
46,51,A0A7E5VVQ8,328.81,30,30,2.6659E8,33,33,34,Carbamidomethylation,145869,NPC intracellular cholesterol transporter 1 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
46,48,A0A7E5VWB4,328.81,30,30,2.6659E8,33,33,34,Carbamidomethylation,147668,NPC intracellular cholesterol transporter 1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
46,47,A0A7E5VWC1,328.81,31,31,2.6659E8,33,33,34,Carbamidomethylation,144927,NPC intracellular cholesterol transporter 1 isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
30,739,A0A7E5WKC6,328.06,12,12,2.0991E7,43,43,43,,528712,dynein heavy chain  cytoplasmic isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113503403 PE=3 SV=1
30,664,A0A7E5WLB6,328.06,12,12,2.0991E7,43,43,43,,528770,dynein heavy chain  cytoplasmic isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113503403 PE=3 SV=1
82,58,A0A7E5VTZ8,327.36,49,49,1.6442E8,25,25,26,Carbamidomethylation,80438,protein hu-li tai shao isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
82,59,A0A7E5VTZ6,327.36,44,44,1.6442E8,25,25,26,Carbamidomethylation,89312,protein hu-li tai shao isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
53,159484,P41700.1,327.22,65,65,2.7122E8,29,29,31,Carbamidomethylation,55417,RecName: Full=Protein AC142
76,158,A0A7E5WJN2,327.05,62,62,1.1603E8,26,26,27,Carbamidomethylation,59110,T-complex protein 1 subunit gamma OS=Trichoplusia ni OX=7111 GN=LOC113503333 PE=3 SV=1
74,726,A0A7E5VTL8,326.68,31,31,3.5801E7,27,26,27,Carbamidomethylation,138356,cullin-associated NEDD8-dissociated protein 1 OS=Trichoplusia ni OX=7111 GN=LOC113496611 PE=3 SV=1
47,329,A0A7E5X5Y1,325.83,69,69,3.9775E7,28,10,34,Carbamidomethylation; Oxidation (M),50710,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113508948 PE=3 SV=1
114,224,A0A7E5W5T7,325.37,66,66,4.3627E6,22,2,23,Carbamidomethylation,35834,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113499683 PE=3 SV=1
58,39,A0A7E5W0E1,324.91,59,59,1.472E8,30,30,31,Carbamidomethylation,59207,CCT-theta OS=Trichoplusia ni OX=7111 GN=LOC113498305 PE=3 SV=1
79,165965,P18569.1,323.63,56,56,2.6748E8,25,25,27,Carbamidomethylation,57033,RecName: Full=Ecdysteroid UDP-glucosyltransferase; Flags: Precursor
144,654,A0A7E5VG59,319.78,39,39,1.7001E7,20,20,20,Carbamidomethylation,98030,importin subunit beta-1 OS=Trichoplusia ni OX=7111 GN=LOC113493477 PE=4 SV=1
68,176,A0A7E5VWE8,319.39,24,24,1.1047E7,27,12,28,Carbamidomethylation,170623,multidrug resistance-associated protein 1-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113497342 PE=3 SV=1
68,177,A0A7E5VWF3,319.39,24,24,1.1047E7,27,12,28,Carbamidomethylation,170710,multidrug resistance-associated protein 1-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113497342 PE=3 SV=1
70,109,A0A7E5VGA4,319.32,25,25,3.455E7,26,20,28,Carbamidomethylation,151739,probable multidrug resistance-associated protein lethal(2)03659 OS=Trichoplusia ni OX=7111 GN=LOC113493522 PE=4 SV=1
84,99,A0A7E5VBW4,319.12,55,55,8.2716E7,24,24,26,Carbamidomethylation,66572,protein ROP isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492505 PE=3 SV=1
52,88,A0A7E5X348,318.64,47,47,9.0927E7,29,29,31,Carbamidomethylation,94012,97 kDa heat shock protein isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
52,86,A0A7E5X3W7,318.64,49,49,9.0927E7,29,29,31,Carbamidomethylation,90950,97 kDa heat shock protein isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
52,87,A0A7E5X1P0,318.64,48,48,9.0927E7,29,29,31,Carbamidomethylation,93211,97 kDa heat shock protein isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
98,189,A0A7E5VFQ6,317.80,40,40,6.8457E7,23,23,24,Carbamidomethylation,92158,programmed cell death 6-interacting protein OS=Trichoplusia ni OX=7111 GN=LOC113493341 PE=4 SV=1
57,207,A0A7E5W1E8,316.98,41,41,4.7858E7,30,30,31,Carbamidomethylation,104067,AP-2 complex subunit alpha OS=Trichoplusia ni OX=7111 GN=LOC113498581 PE=3 SV=1
38,114,A0A7E5WFN1,316.75,47,47,7.4814E7,37,37,39,,96079,perilipin-4-like isoform X24 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,116,A0A7E5WFM4,316.75,45,45,7.4814E7,37,37,39,,99272,perilipin-4-like isoform X23 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,117,A0A7E5WGG6,316.75,45,45,7.4814E7,37,37,39,,99292,perilipin-4-like isoform X22 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,119,A0A7E5WFM9,316.75,44,44,7.4814E7,37,37,39,,102080,perilipin-4-like isoform X20 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,120,A0A7E5WFM0,316.75,44,44,7.4814E7,37,37,39,,102607,perilipin-4-like isoform X18 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,121,A0A7E5WFM5,316.75,44,44,7.4814E7,37,37,39,,102576,perilipin-4-like isoform X19 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,122,A0A7E5WFM2,316.75,42,42,7.4814E7,37,37,39,,105292,perilipin-4-like isoform X14 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,123,A0A7E5WFM3,316.75,42,42,7.4814E7,37,37,39,,105384,perilipin-4-like isoform X15 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,124,A0A7E5WGF4,316.75,42,42,7.4814E7,37,37,39,,105892,perilipin-4-like isoform X12 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,125,A0A7E5WGE9,316.75,41,41,7.4814E7,37,37,39,,108597,perilipin-4-like isoform X8 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,126,A0A7E5WFL7,316.75,41,41,7.4814E7,37,37,39,,108537,perilipin-4-like isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,127,A0A7E5WFK5,316.75,41,41,7.4814E7,37,37,39,,108608,perilipin-4-like isoform X9 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,128,A0A7E5WFK2,316.75,41,41,7.4814E7,37,37,39,,109139,perilipin-4-like isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,129,A0A7E5WFK8,316.75,41,41,7.4814E7,37,37,39,,109105,perilipin-4-like isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,130,A0A7E5WGE4,316.75,41,41,7.4814E7,37,37,39,,108751,perilipin-4-like isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,115,A0A7E5WH50,316.75,40,40,7.4814E7,37,37,39,,111078,perilipin-4-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
38,132,A0A7E5WFK9,316.75,40,40,7.4814E7,37,37,39,,111913,perilipin-4-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113502218 PE=4 SV=1
154,230,A0A7E5WJF2,316.55,45,45,1.3396E8,18,18,19,Carbamidomethylation,61209,esterase B1-like OS=Trichoplusia ni OX=7111 GN=LOC113502887 PE=4 SV=1
67,85,A0A7E5W7A8,316.43,67,67,1.6748E8,27,27,29,Carbamidomethylation,60893,EH domain-containing protein 3 OS=Trichoplusia ni OX=7111 GN=LOC113499725 PE=4 SV=1
75,162,A0A7E5VT10,315.61,63,63,1.3301E8,26,26,27,Carbamidomethylation,57962,T-complex protein 1 subunit zeta OS=Trichoplusia ni OX=7111 GN=LOC113496326 PE=3 SV=1
125,251,A0A7E5W5V9,315.10,70,70,9.1447E5,21,1,22,Carbamidomethylation,35678,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113499683 PE=3 SV=1
107,218,A0A7E5VD94,313.68,57,57,6.6517E7,23,23,23,Carbamidomethylation,55015,V-type proton ATPase subunit H OS=Trichoplusia ni OX=7111 GN=LOC113492751 PE=3 SV=1
107,263,A0A7E5VD25,313.68,50,50,6.6517E7,23,23,23,Carbamidomethylation,62955,V-type proton ATPase subunit H isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492751 PE=3 SV=1
59,429,A0A7E5X5U8,311.17,50,50,4.7982E8,28,28,31,Carbamidomethylation; Oxidation (M),48222,60S ribosomal protein L4 OS=Trichoplusia ni OX=7111 GN=LOC113508986 PE=3 SV=1
87,197,A0A7E5W4P4,310.82,16,16,2.1328E7,25,25,25,Carbamidomethylation,243360,tight junction protein ZO-1-like isoform X10 OS=Trichoplusia ni OX=7111 GN=LOC113499368 PE=4 SV=1
81,6817,A0A7E5WI97,310.43,25,25,4.5572E7,26,26,26,Carbamidomethylation,138001,Eukaryotic translation initiation factor 3 subunit A OS=Trichoplusia ni OX=7111 GN=LOC113502878 PE=3 SV=1
81,6818,A0A7E5WJV8,310.43,25,25,4.5572E7,26,26,26,Carbamidomethylation,138088,Eukaryotic translation initiation factor 3 subunit A OS=Trichoplusia ni OX=7111 GN=LOC113502878 PE=3 SV=1
81,6819,A0A7E5WI27,310.43,25,25,4.5572E7,26,26,26,Carbamidomethylation,138375,Eukaryotic translation initiation factor 3 subunit A OS=Trichoplusia ni OX=7111 GN=LOC113502878 PE=3 SV=1
119,178,A0A7E5WSP9,309.22,38,38,2.9871E7,22,21,22,Carbamidomethylation,85700,calpain-A-like isoform X7 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
119,179,A0A7E5WS26,309.22,36,36,2.9871E7,22,21,22,Carbamidomethylation,89660,calpain-A-like isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
119,181,A0A7E5WTW4,309.22,35,35,2.9871E7,22,21,22,Carbamidomethylation,92627,calpain-A-like isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
119,183,A0A7E5WTK5,309.22,32,32,2.9871E7,22,21,22,Carbamidomethylation,102888,calpain-A-like isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
119,182,A0A7E5WS21,309.22,33,33,2.9871E7,22,21,22,Carbamidomethylation,96587,calpain-A-like isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
119,184,A0A7E5WTV7,309.22,30,30,2.9871E7,22,21,22,Carbamidomethylation,108826,calpain-A-like isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
119,185,A0A7E5WS40,309.22,29,29,2.9871E7,22,21,22,Carbamidomethylation,109814,calpain-A-like isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113505203 PE=3 SV=1
86,294,A0A7E5WDQ2,308.41,33,33,2.6062E7,23,23,25,Carbamidomethylation,107579,Alanine--tRNA ligase OS=Trichoplusia ni OX=7111 GN=LOC113501557 PE=3 SV=1
