Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 12,Area Sample 12,#Peptides,#Unique,#Spec Sample 12,PTM,Avg. Mass,Description
22,55,A9XXA7,250.48,61,61,3.0489E7,23,23,24,Carbamidomethylation,50363,Elongation factor 1-alpha OS=Trichoplusia ni OX=7111 GN=LOC113501794 PE=2 SV=1
30,3,A0A7E5VKR1,248.61,59,59,4.6163E6,20,20,20,Carbamidomethylation,55154,Vacuolar proton pump subunit B OS=Trichoplusia ni OX=7111 GN=LOC113494681 PE=3 SV=1
31,44,A0A7E5W4D4,246.54,55,55,6.9568E6,16,16,19,,46854,2-phospho-D-glycerate hydro-lyase OS=Trichoplusia ni OX=7111 GN=LOC113499004 PE=3 SV=1
18,159478,P17501.2,244.82,40,40,5.1921E7,21,21,28,Carbamidomethylation; Oxidation (M),58567,RecName: Full=Major envelope glycoprotein; AltName: Full=gp64; Flags: Precursor
13,34,A0A451FUM5,241.96,65,65,1.0088E6,25,2,31,Carbamidomethylation; Oxidation (M),41822,Actin OS=Trichoplusia ni OX=7111 GN=LOC113507353 PE=2 SV=1
16,2,A0A7E5WSW3,240.31,42,42,1.284E7,28,28,29,Carbamidomethylation,94606,translation elongation factor 2-like OS=Trichoplusia ni OX=7111 GN=LOC113505410 PE=3 SV=1
14,37,G0ZL66,235.91,65,65,1.7456E5,24,1,30,Carbamidomethylation; Oxidation (M),41833,Actin OS=Trichoplusia ni OX=7111 GN=LOC113506179 PE=2 SV=1
41,159487,P17499.1,233.38,45,45,3.0425E7,15,15,16,Carbamidomethylation; Oxidation (M),38951,RecName: Full=Major capsid protein
28,27,A0A2H4WW89,232.07,54,54,1.6432E7,20,20,21,Carbamidomethylation,49937,Tubulin alpha chain OS=Trichoplusia ni OX=7111 GN=LOC113498276 PE=2 SV=1
17,38,A0A7E5VRS4,227.98,58,58,8.7744E6,27,27,28,Carbamidomethylation,68092,H(+)-transporting two-sector ATPase OS=Trichoplusia ni OX=7111 GN=LOC113496116 PE=3 SV=1
15,53,A0A7E5VJV7,222.58,59,59,1.1065E7,20,14,30,Carbamidomethylation,50214,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113494444 PE=3 SV=1
43,268,A0A7E5VVM4,220.49,63,63,1.1477E7,15,12,15,,34885,uncharacterized protein LOC113497167 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113497167 PE=4 SV=1
12,16,A0A7E5VQ87,211.28,17,17,3.2201E6,31,31,31,Carbamidomethylation,267441,Spectrin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113495669 PE=3 SV=1
12,15,A0A7E5VPW8,211.28,18,18,3.2201E6,31,31,31,Carbamidomethylation,265083,Spectrin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113495669 PE=3 SV=1
12,17,A0A7E5VPS1,211.28,17,17,3.2201E6,31,31,31,Carbamidomethylation,268342,Spectrin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113495669 PE=3 SV=1
12,19,A0A7E5VPV6,211.28,17,17,3.2201E6,31,31,31,Carbamidomethylation,270268,Spectrin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113495669 PE=3 SV=1
12,18,A0A7E5VQ84,211.28,17,17,3.2201E6,31,31,31,Carbamidomethylation,273558,Spectrin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113495669 PE=3 SV=1
12,20,A0A7E5VPW3,211.28,17,17,3.2201E6,31,31,31,Carbamidomethylation,272367,Spectrin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113495669 PE=3 SV=1
12,21,A0A7E5VPR8,211.28,17,17,3.2201E6,31,31,31,Carbamidomethylation,272626,Spectrin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113495669 PE=3 SV=1
10,45,A0A7E5VAS2,210.32,21,21,5.0577E6,33,33,33,Carbamidomethylation,225303,myosin heavy chain  non-muscle isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492215 PE=3 SV=1
6,397,A0A7E5WAQ5,208.78,72,72,6.556E7,16,16,39,Carbamidomethylation,17757,Peptidyl-prolyl cis-trans isomerase OS=Trichoplusia ni OX=7111 GN=LOC113500627 PE=3 SV=1
27,159477,P41428.1,208.38,38,38,8.6366E6,20,20,21,Carbamidomethylation,79857,RecName: Full=Protein AC23; AltName: Full=ORF 9; Flags: Precursor
34,159481,Q03209.2,205.95,40,40,7.2141E6,17,17,19,,60714,RecName: Full=Protein P78/83
45,159497,P41483.1,205.66,53,53,2.2933E7,13,13,15,Carbamidomethylation,25526,RecName: Full=Virus envelope protein E25; Short=Protein E25; AltName: Full=Virus envelope protein AC94
46,159482,P32651.2,204.95,46,46,3.8255E6,13,13,15,Carbamidomethylation,45382,RecName: Full=Structural glycoprotein gp41
38,36,A0A7E5VWF1,202.65,17,17,1.7937E6,18,17,18,Carbamidomethylation,169011,multidrug resistance-associated protein 1 OS=Trichoplusia ni OX=7111 GN=LOC113497341 PE=3 SV=1
40,35,A0A7E5W6G7,201.01,41,41,3.7177E6,17,17,17,Carbamidomethylation,66724,transketolase-like protein 2 OS=Trichoplusia ni OX=7111 GN=LOC113499721 PE=4 SV=1
50,159489,P41473.1,199.42,55,55,2.392E7,14,14,15,Carbamidomethylation,30567,RecName: Full=Uncharacterized 30.6 kDa protein in IAP2-VLF1 intergenic region
29,171,A0A7E5WEX8,198.64,44,44,,17,0,20,Carbamidomethylation; Oxidation (M),41803,actin  muscle-type A2 OS=Trichoplusia ni OX=7111 GN=LOC113501708 PE=3 SV=1
57,222,A0A7E5WJF7,194.93,63,63,1.3283E7,14,12,14,Carbamidomethylation,29774,14-3-3 protein epsilon OS=Trichoplusia ni OX=7111 GN=LOC113503197 PE=3 SV=1
33,190,A0A7E5VQ25,194.53,41,41,,18,0,19,Carbamidomethylation,41777,actin  muscle OS=Trichoplusia ni OX=7111 GN=LOC113495705 PE=3 SV=1
24,47,A0A7E5VWC1,191.17,19,19,6.4238E6,21,21,23,Carbamidomethylation,144927,NPC intracellular cholesterol transporter 1 isoform X6 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
24,48,A0A7E5VWB4,191.17,19,19,6.4238E6,21,21,23,Carbamidomethylation,147668,NPC intracellular cholesterol transporter 1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113497190 PE=3 SV=1
42,224,A0A7E5W5T7,185.09,48,48,2.5537E5,15,2,16,Carbamidomethylation,35834,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113499683 PE=3 SV=1
48,210,A0A7E5W5W9,182.86,49,49,2.9359E5,14,1,15,Carbamidomethylation,35793,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113499683 PE=3 SV=1
103,159496,P69037.1,181.38,46,46,2.35E7,9,9,9,Carbamidomethylation,25228,RecName: Full=Protein FP25; AltName: Full=25 kDa protein
76,270,A0A7E5VVN0,180.93,28,28,1.2245E6,10,10,11,Carbamidomethylation,56969,T-complex protein 1 subunit delta OS=Trichoplusia ni OX=7111 GN=LOC113497142 PE=3 SV=1
32,39,A0A7E5W0E1,179.72,43,43,2.8672E6,18,18,19,Carbamidomethylation,59207,CCT-theta OS=Trichoplusia ni OX=7111 GN=LOC113498305 PE=3 SV=1
69,108,A0A7E5WXB4,179.39,34,34,2.1064E6,11,11,11,Carbamidomethylation,49868,Rab GDP dissociation inhibitor OS=Trichoplusia ni OX=7111 GN=LOC113506161 PE=3 SV=1
67,301,A0A7E5VWQ0,177.57,50,50,1.1498E7,12,12,12,,23252,glutathione S-transferase 2-like OS=Trichoplusia ni OX=7111 GN=LOC113497263 PE=4 SV=1
47,97,A0A7E5WIQ6,175.84,33,33,2.3273E6,14,14,15,Carbamidomethylation,63082,Asparagine--tRNA ligase OS=Trichoplusia ni OX=7111 GN=LOC113503013 PE=4 SV=1
25,75,A0A7E5VAA8,175.03,26,26,3.3248E6,22,22,23,Carbamidomethylation,121006,lethal(2) giant larvae protein isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113492109 PE=3 SV=1
25,76,A0A7E5VAA9,175.03,26,26,3.3248E6,22,22,23,Carbamidomethylation,121422,lethal(2) giant larvae protein isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492109 PE=3 SV=1
36,32,A0A7E5W0P0,173.75,10,10,9.3735E5,17,17,18,Carbamidomethylation,256130,fatty acid synthase isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113498344 PE=4 SV=1
36,33,A0A7E5W0Q0,173.75,10,10,9.3735E5,17,17,18,Carbamidomethylation,252886,fatty acid synthase isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113498344 PE=4 SV=1
44,86,A0A7E5X3W7,171.60,24,24,2.1196E6,15,15,15,Carbamidomethylation,90950,97 kDa heat shock protein isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
44,87,A0A7E5X1P0,171.60,23,23,2.1196E6,15,15,15,Carbamidomethylation,93211,97 kDa heat shock protein isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
44,88,A0A7E5X348,171.60,23,23,2.1196E6,15,15,15,Carbamidomethylation,94012,97 kDa heat shock protein isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113508321 PE=3 SV=1
136,406,A0A7E5VVU4,171.31,56,56,3.1629E6,7,6,7,Carbamidomethylation,20827,ras-related protein Rap-1b OS=Trichoplusia ni OX=7111 GN=LOC113497012 PE=3 SV=1
71,159485,Q00732.2,170.63,35,35,3.5138E6,11,11,11,Carbamidomethylation,45313,RecName: Full=p48 protein; AltName: Full=p45 protein
35,159486,Q00733.1,170.54,35,35,4.5152E6,19,19,19,Carbamidomethylation,79879,RecName: Full=Capsid-associated protein VP80
60,93,A0A7E5VT50,166.38,29,29,2.8061E6,13,13,13,Carbamidomethylation,68206,Polyadenylate-binding protein OS=Trichoplusia ni OX=7111 GN=LOC113496349 PE=3 SV=1
39,85,A0A7E5W7A8,166.16,39,39,4.7077E6,17,17,18,Carbamidomethylation,60893,EH domain-containing protein 3 OS=Trichoplusia ni OX=7111 GN=LOC113499725 PE=4 SV=1
100,94,A0A7E5W8Q1,165.72,26,26,1.1627E6,9,9,9,Carbamidomethylation,56977,Pyruvate kinase OS=Trichoplusia ni OX=7111 GN=LOC113500423 PE=3 SV=1
100,95,A0A7E5W9Y8,165.72,26,26,1.1627E6,9,9,9,Carbamidomethylation,57952,Pyruvate kinase OS=Trichoplusia ni OX=7111 GN=LOC113500423 PE=3 SV=1
100,96,A0A7E5W8P4,165.72,26,26,1.1627E6,9,9,9,Carbamidomethylation,58067,Pyruvate kinase OS=Trichoplusia ni OX=7111 GN=LOC113500423 PE=3 SV=1
83,56,A0A7E5X1U5,165.13,26,26,1.0587E6,10,10,10,Carbamidomethylation,57862,CCT-beta OS=Trichoplusia ni OX=7111 GN=LOC113508363 PE=3 SV=1
61,151,A0A7E5VF44,164.95,48,48,4.468E6,13,13,13,Carbamidomethylation,44914,Fructose-bisphosphate aldolase OS=Trichoplusia ni OX=7111 GN=LOC113493218 PE=3 SV=1
61,188,A0A7E5VF32,164.95,52,52,4.468E6,13,13,13,Carbamidomethylation,42665,Fructose-bisphosphate aldolase OS=Trichoplusia ni OX=7111 GN=LOC113493218 PE=3 SV=1
59,72,A0A7E5WBX9,164.86,26,26,3.6113E6,13,13,13,,67635,Moesin/ezrin/radixin homolog 1 OS=Trichoplusia ni OX=7111 GN=LOC113501302 PE=4 SV=1
59,73,A0A7E5WC28,164.86,26,26,3.6113E6,13,13,13,,67863,Moesin/ezrin/radixin homolog 1 OS=Trichoplusia ni OX=7111 GN=LOC113501302 PE=4 SV=1
59,74,A0A7E5WBV4,164.86,25,25,3.6113E6,13,13,13,,69517,Moesin/ezrin/radixin homolog 1 OS=Trichoplusia ni OX=7111 GN=LOC113501302 PE=4 SV=1
112,358,A0A7E5VT04,162.11,36,36,9.2292E6,8,6,8,,28073,14-3-3 protein zeta isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113496323 PE=3 SV=1
90,438,A0A7E5WFJ2,161.67,54,54,3.6116E6,9,9,10,Carbamidomethylation,22865,ras-related protein Ral-a isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113502208 PE=4 SV=1
90,439,A0A7E5WFI1,161.67,49,49,3.6116E6,9,9,10,Carbamidomethylation,24818,ras-related protein Ral-a isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113502208 PE=4 SV=1
90,440,A0A7E5WH34,161.67,47,47,3.6116E6,9,9,10,Carbamidomethylation,26231,ras-related protein Ral-a isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113502208 PE=4 SV=1
70,100,A0A7E5VDK5,160.39,14,14,4.1753E5,11,11,11,Carbamidomethylation,123382,LOW QUALITY PROTEIN: importin-5-like OS=Trichoplusia ni OX=7111 GN=LOC113492859 PE=4 SV=1
118,488,A0A7E5VVL1,160.09,34,34,1.2157E6,8,5,8,,40985,uncharacterized protein LOC113497167 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113497167 PE=4 SV=1
55,60,A0A7E5WP28,158.26,32,32,1.2156E6,14,14,14,Carbamidomethylation,58958,CCT-epsilon OS=Trichoplusia ni OX=7111 GN=LOC113504153 PE=3 SV=1
64,58,A0A7E5VTZ8,157.78,20,20,3.9721E6,12,12,12,Carbamidomethylation,80438,protein hu-li tai shao isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
64,59,A0A7E5VTZ6,157.78,18,18,3.9721E6,12,12,12,Carbamidomethylation,89312,protein hu-li tai shao isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
64,61,A0A7E5VU26,157.78,18,18,3.9721E6,12,12,12,Carbamidomethylation,88354,protein hu-li tai shao isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
64,82,A0A7E5VUK5,157.78,21,21,3.9721E6,12,12,12,Carbamidomethylation,78380,protein hu-li tai shao isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
64,83,A0A7E5VU78,157.78,21,21,3.9721E6,12,12,12,Carbamidomethylation,77422,protein hu-li tai shao isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113496708 PE=3 SV=1
63,42,A0A7E5VGG8,157.41,13,13,8.6983E5,12,11,12,Carbamidomethylation,155126,multidrug resistance-associated protein 4-like OS=Trichoplusia ni OX=7111 GN=LOC113493562 PE=4 SV=1
82,99,A0A7E5VBW4,157.03,21,21,1.1991E6,9,9,10,Carbamidomethylation,66572,protein ROP isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113492505 PE=3 SV=1
91,430,A0A7E5WKA8,156.69,57,57,3.2439E6,9,8,10,Carbamidomethylation,21637,ras-like GTP-binding protein Rho1 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113503427 PE=4 SV=1
91,431,A0A7E5WLI6,156.69,56,56,3.2439E6,9,8,10,Carbamidomethylation,22150,ras-like GTP-binding protein Rho1 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113503427 PE=4 SV=1
91,432,A0A7E5WKI6,156.69,54,54,3.2439E6,9,8,10,Carbamidomethylation,23008,ras-like GTP-binding protein Rho1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113503427 PE=4 SV=1
37,101,A0A7E5WBL6,156.53,13,13,1.7539E6,17,16,17,Carbamidomethylation,182377,collagen alpha-1(IV) chain OS=Trichoplusia ni OX=7111 GN=LOC113501210 PE=4 SV=1
51,159484,P41700.1,155.95,31,31,4.942E6,14,14,14,,55417,RecName: Full=Protein AC142
173,230,A0A7E5WJF2,154.96,17,17,1.4386E6,6,6,6,Carbamidomethylation,61209,esterase B1-like OS=Trichoplusia ni OX=7111 GN=LOC113502887 PE=4 SV=1
116,377,A0A7E5W5K0,154.89,43,43,2.4956E6,7,7,8,,25240,charged multivesicular body protein 4b OS=Trichoplusia ni OX=7111 GN=LOC113499278 PE=3 SV=1
72,248,A0A7E5VQC0,154.80,32,32,3.6913E6,10,10,11,Carbamidomethylation,42924,failed axon connections OS=Trichoplusia ni OX=7111 GN=LOC113495770 PE=3 SV=1
147,381,A0A7E5VEQ7,154.66,60,60,3.4142E6,7,7,7,Carbamidomethylation,19792,Translationally-controlled tumor protein homolog OS=Trichoplusia ni OX=7111 GN=LOC113493123 PE=3 SV=1
62,189,A0A7E5VFQ6,154.25,17,17,1.8725E6,13,13,13,,92158,programmed cell death 6-interacting protein OS=Trichoplusia ni OX=7111 GN=LOC113493341 PE=4 SV=1
126,433,A0A7E5VGA5,153.16,67,67,6.0501E6,8,8,8,Carbamidomethylation,14751,sodium/calcium exchanger regulatory protein 1 OS=Trichoplusia ni OX=7111 GN=LOC113493519 PE=3 SV=1
68,98,A0A7E5WEQ8,152.91,13,13,9.1403E5,11,11,11,Carbamidomethylation,117168,Ubiquitin-activating enzyme E1 OS=Trichoplusia ni OX=7111 GN=LOC113501820 PE=3 SV=1
74,240,A0A2H4WW83,152.65,47,47,3.8752E6,10,10,11,Carbamidomethylation,35542,Glyceraldehyde-3-phosphate dehydrogenase OS=Trichoplusia ni OX=7111 GN=LOC113509001 PE=2 SV=1
58,26,A0A7E5VHF4,151.74,10,10,6.9358E5,13,13,13,Carbamidomethylation,192298,Clathrin heavy chain OS=Trichoplusia ni OX=7111 GN=LOC113493842 PE=3 SV=1
58,25,A0A7E5VH70,151.74,10,10,6.9358E5,13,13,13,Carbamidomethylation,192369,Clathrin heavy chain OS=Trichoplusia ni OX=7111 GN=LOC113493842 PE=3 SV=1
53,62,A0A7E5WTZ2,150.93,17,17,1.2646E6,14,14,14,Carbamidomethylation,120036,ATP-citrate synthase OS=Trichoplusia ni OX=7111 GN=LOC113505697 PE=3 SV=1
86,149,A0A7E5VV65,149.95,22,22,7.2011E5,9,9,9,Carbamidomethylation,59050,CCT-alpha OS=Trichoplusia ni OX=7111 GN=LOC113496858 PE=3 SV=1
94,165,A0A7E5WAT7,149.79,32,32,1.9651E6,9,9,9,,41491,guanine nucleotide-binding protein G(Q) subunit alpha isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113500847 PE=3 SV=1
94,166,A0A7E5WA38,149.79,29,29,1.9651E6,9,9,9,,46462,guanine nucleotide-binding protein G(Q) subunit alpha isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113500847 PE=3 SV=1
77,311,A0A7E5WRC0,149.03,30,30,1.0272E6,11,11,11,Carbamidomethylation,52728,sorting nexin-2 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113504885 PE=3 SV=1
84,158,A0A7E5WJN2,148.86,22,22,1.3687E6,10,10,10,Carbamidomethylation,59110,T-complex protein 1 subunit gamma OS=Trichoplusia ni OX=7111 GN=LOC113503333 PE=3 SV=1
75,355,A0A7E5VPJ4,148.71,72,72,3.6309E6,11,11,11,Carbamidomethylation,26356,uncharacterized protein LOC113495595 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113495595 PE=3 SV=1
75,356,A0A7E5VPD6,148.71,66,66,3.6309E6,11,11,11,Carbamidomethylation,29199,uncharacterized protein LOC113495595 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113495595 PE=1 SV=1
23,103,A0A7E5W6Y6,147.65,9,9,6.1881E5,22,22,23,Carbamidomethylation,324715,talin-1 isoform X5 OS=Trichoplusia ni OX=7111 GN=LOC113499982 PE=4 SV=1
23,106,A0A7E5W7E5,147.65,8,8,6.1881E5,22,22,23,Carbamidomethylation,364723,talin-1 isoform X4 OS=Trichoplusia ni OX=7111 GN=LOC113499982 PE=4 SV=1
23,107,A0A7E5W875,147.65,8,8,6.1881E5,22,22,23,Carbamidomethylation,365992,talin-1 isoform X3 OS=Trichoplusia ni OX=7111 GN=LOC113499982 PE=4 SV=1
23,104,A0A7E5W6Z0,147.65,7,7,6.1881E5,22,22,23,Carbamidomethylation,392746,talin-1 isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113499982 PE=4 SV=1
23,105,A0A7E5W6Y1,147.65,7,7,6.1881E5,22,22,23,Carbamidomethylation,394014,talin-1 isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113499982 PE=4 SV=1
88,312,A0A7E5WEK6,147.37,39,39,7.9387E5,9,9,10,Carbamidomethylation,35545,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113501989 PE=3 SV=1
88,313,A0A7E5WG74,147.37,39,39,7.9387E5,9,9,10,Carbamidomethylation,36016,Annexin OS=Trichoplusia ni OX=7111 GN=LOC113501989 PE=3 SV=1
106,329,A0A7E5X5Y1,147.30,28,28,1.1214E5,9,3,9,,50710,Tubulin beta chain OS=Trichoplusia ni OX=7111 GN=LOC113508948 PE=3 SV=1
78,299,A0A7E5X472,146.66,30,30,9.6787E5,11,11,11,Carbamidomethylation,55482,Inosine-5'-monophosphate dehydrogenase OS=Trichoplusia ni OX=7111 GN=LOC113508532 PE=3 SV=1
160,442,A0A7E5VH37,146.24,30,30,1.7866E6,6,5,6,,21638,GTPase HRas OS=Trichoplusia ni OX=7111 GN=LOC113493805 PE=4 SV=1
56,160,A0A7E5WZQ1,145.38,33,33,1.8506E6,14,14,14,Carbamidomethylation,58904,T-complex protein 1 subunit eta OS=Trichoplusia ni OX=7111 GN=LOC113507248 PE=3 SV=1
134,357,A0A7E5W8U8,144.83,23,23,9.3254E5,7,7,7,Carbamidomethylation,45282,dnaJ homolog subfamily A member 1 OS=Trichoplusia ni OX=7111 GN=LOC113500490 PE=3 SV=1
141,437,A0A7E5WRI5,143.87,61,61,4.9927E6,7,7,7,Carbamidomethylation,16995,cofilin/actin-depolymerizing factor homolog OS=Trichoplusia ni OX=7111 GN=LOC113505085 PE=3 SV=1
158,832,A0A7E5WZC3,143.22,63,63,4.6226E6,5,5,6,Carbamidomethylation,11843,Thioredoxin OS=Trichoplusia ni OX=7111 GN=LOC113507592 PE=3 SV=1
209,699,A0A7E5WWT5,140.86,28,28,3.3341E6,5,5,5,Carbamidomethylation,25387,Tetraspanin OS=Trichoplusia ni OX=7111 GN=LOC113506671 PE=3 SV=1
209,700,A0A7E5WXS0,140.86,28,28,3.3341E6,5,5,5,Carbamidomethylation,25559,Tetraspanin OS=Trichoplusia ni OX=7111 GN=LOC113506671 PE=3 SV=1
98,219,A0A7E5VRL3,140.59,39,39,1.3168E6,9,9,9,Carbamidomethylation,37206,guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Trichoplusia ni OX=7111 GN=LOC113496053 PE=3 SV=1
73,191,A0A7E5VWU5,140.08,26,26,1.7862E6,11,11,11,Carbamidomethylation,62204,Stress-induced-phosphoprotein 1 OS=Trichoplusia ni OX=7111 GN=LOC113497453 PE=4 SV=1
79,167,A0A7E5WD26,140.06,8,8,6.4791E5,10,9,10,Carbamidomethylation,181179,collagen alpha-1(IV) chain OS=Trichoplusia ni OX=7111 GN=LOC113501211 PE=4 SV=1
49,159479,P08161.2,140.05,24,24,1.2146E6,15,15,15,Carbamidomethylation,94540,RecName: Full=Early 94 kDa protein
65,187,A0A7E5WKY2,138.69,33,33,1.2722E6,12,12,12,Carbamidomethylation,43863,V-type proton ATPase subunit C OS=Trichoplusia ni OX=7111 GN=LOC113503154 PE=3 SV=1
85,346,A0A7E5W0Y6,137.91,50,50,1.1797E6,8,8,10,Carbamidomethylation,23646,Synaptosomal-associated protein OS=Trichoplusia ni OX=7111 GN=LOC113498479 PE=3 SV=1
85,347,A0A7E5W112,137.91,50,50,1.1797E6,8,8,10,Carbamidomethylation,23665,Synaptosomal-associated protein OS=Trichoplusia ni OX=7111 GN=LOC113498479 PE=3 SV=1
140,1231,A0A7E5VQ68,137.11,28,28,4.2088E6,5,5,7,,29230,Y-box factor homolog isoform X2 OS=Trichoplusia ni OX=7111 GN=LOC113495753 PE=4 SV=1
140,1232,A0A7E5VQ94,137.11,28,28,4.2088E6,5,5,7,,29941,Y-box factor homolog isoform X1 OS=Trichoplusia ni OX=7111 GN=LOC113495753 PE=4 SV=1
